gene	kog_id	kog_evalue	kog_description
TRINITY_DN18439_c0_g1_i6	At3g21640	1.0e-136	At3g21640
TRINITY_DN19482_c0_g1_i1	At1g30550	2.2e-70	At1g30550
TRINITY_DN2059_c0_g1_i2	At1g75840	5.3e-93	At1g75840
TRINITY_DN4723_c0_g1_i3	At3g58660	2.8e-46	At3g58660
TRINITY_DN534_c0_g1_i3	At5g03040	1.4e-53	At5g03040
TRINITY_DN9931_c0_g1_i6	At1g22160	1.4e-08	At1g22160
TRINITY_DN11348_c0_g2_i5	At1g30900	5.4e-130	At1g30900
TRINITY_DN17769_c0_g1_i2	At1g71250	1.8e-53	At1g71250
TRINITY_DN17769_c0_g1_i2	At1g71250	3.6e-25	At1g71250
TRINITY_DN5724_c0_g1_i1	At2g41250	1.5e-111	At2g41250
TRINITY_DN6233_c0_g1_i1	At5g19530	1.6e-134	At5g19530
TRINITY_DN802_c0_g2_i1	At5g52060	1.5e-60	At5g52060
TRINITY_DN8548_c0_g1_i2	At1g30650	1.7e-14	At1g30650
TRINITY_DN8548_c0_g1_i2	At1g30650	2.9e-06	At1g30650
TRINITY_DN10300_c0_g1_i2	At2g27600	3.5e-20	At2g27600
TRINITY_DN14577_c0_g2_i1	At3g25610	8.8e-64	At3g25610
TRINITY_DN14857_c0_g2_i1	At1g54320	9.9e-124	At1g54320
TRINITY_DN1859_c0_g1_i1	At1g14300	9.9e-116	At1g14300
TRINITY_DN19992_c0_g1_i1	At3g52390	7.3e-119	At3g52390
TRINITY_DN27996_c0_g1_i1	At1g11710	5.7e-31	At1g11710
TRINITY_DN371_c0_g1_i2	At4g26000	5.8e-100	At4g26000
TRINITY_DN4154_c0_g2_i1	At5g20060	6.4e-107	At5g20060
TRINITY_DN50392_c0_g1_i2	At2g26230	8.7e-96	At2g26230
TRINITY_DN50392_c0_g1_i2	At2g26230	4.4e-15	At2g26230
TRINITY_DN6460_c0_g1_i1	At3g42790	6.1e-73	At3g42790
TRINITY_DN6653_c0_g1_i2	At4g01130	3.5e-121	At4g01130
TRINITY_DN933_c0_g2_i1	At5g66320	1.2e-31	At5g66320
TRINITY_DN9716_c0_g1_i2	At4g29830	1.1e-103	At4g29830
TRINITY_DN1216_c0_g1_i8	At5g60200	4.1e-21	At5g60200
TRINITY_DN13343_c0_g1_i4	At5g50340	3.0e-64	At5g50340
TRINITY_DN14665_c0_g2_i1	At1g10240	9.6e-95	At1g10240
TRINITY_DN18763_c0_g1_i1	At3g22690	1.3e-51	At3g22690
TRINITY_DN20420_c0_g1_i2	At2g23930	2.8e-33	At2g23930
TRINITY_DN224_c0_g1_i8	At5g13610	1.4e-90	At5g13610
TRINITY_DN38577_c0_g1_i1	At4g00590	1.9e-103	At4g00590
TRINITY_DN4382_c0_g1_i1	At3g58600	1.4e-37	At3g58600
TRINITY_DN4382_c0_g1_i1	At3g58600	1.9e-10	At3g58600
TRINITY_DN11797_c0_g2_i2	At1g44750	4.9e-115	At1g44750
TRINITY_DN14640_c0_g1_i13	At3g25070	2.0e-12	At3g25070
TRINITY_DN1526_c0_g2_i1	At1g60690	2.8e-155	At1g60690
TRINITY_DN16268_c0_g1_i1	At4g26890	1.0e-72	At4g26890
TRINITY_DN1840_c0_g2_i2	At2g14860	1.3e-70	At2g14860
TRINITY_DN3879_c1_g1_i1	At3g16850	3.9e-96	At3g16850
TRINITY_DN4905_c0_g1_i2	At3g29090	3.6e-118	At3g29090
TRINITY_DN4905_c0_g1_i2	At3g29090	1.4e-24	At3g29090
TRINITY_DN8906_c0_g1_i4	At5g64930	4.1e-21	At5g64930
TRINITY_DN9520_c0_g1_i1	At2g45370	5.2e-32	At2g45370
TRINITY_DN1091_c2_g1_i2	At1g43130	5.6e-95	At1g43130
TRINITY_DN13781_c0_g2_i1	At1g50420	7.7e-60	At1g50420
TRINITY_DN14630_c0_g1_i5	At2g27360	8.5e-67	At2g27360
TRINITY_DN21163_c0_g3_i1	At1g27530	2.1e-94	At1g27530
TRINITY_DN28569_c0_g2_i2	At5g40820	7.6e-84	At5g40820
TRINITY_DN4405_c0_g1_i1	At4g27880	2.5e-151	At4g27880
TRINITY_DN4605_c0_g2_i3	At2g32340_2	3.1e-29	At2g32340_2
TRINITY_DN10255_c0_g1_i2	At5g55050	2.4e-53	At5g55050
TRINITY_DN14060_c0_g1_i7	At1g48140	9.8e-31	At1g48140
TRINITY_DN1484_c0_g1_i1	At1g52760	4.0e-117	At1g52760
TRINITY_DN16909_c0_g2_i1	At1g43700	5.2e-40	At1g43700
TRINITY_DN17369_c0_g1_i2	At1g19870	1.4e-08	At1g19870
TRINITY_DN19408_c0_g8_i1	At5g13690	9.7e-63	At5g13690
TRINITY_DN2163_c0_g1_i4	At3g26990	1.3e-35	At3g26990
TRINITY_DN6304_c0_g1_i3	At3g58760	2.8e-22	At3g58760
TRINITY_DN898_c3_g3_i2	At3g47160	1.6e-78	At3g47160
TRINITY_DN9745_c0_g1_i2	At1g15780	1.3e-94	At1g15780
TRINITY_DN12182_c0_g1_i2	At3g22290	4.2e-82	At3g22290
TRINITY_DN12182_c0_g1_i2	At3g22290	1.7e-19	At3g22290
TRINITY_DN124_c1_g1_i1	At2g42520	4.0e-117	At2g42520
TRINITY_DN13296_c0_g1_i2	At5g63160	5.3e-77	At5g63160
TRINITY_DN17332_c0_g4_i1	At1g63020_1	1.5e-68	At1g63020_1
TRINITY_DN17762_c0_g2_i2	At4g24560	1.2e-97	At4g24560
TRINITY_DN2294_c0_g1_i3	At3g14290	4.4e-124	At3g14290
TRINITY_DN4374_c0_g2_i11	At3g51390	3.3e-55	At3g51390
TRINITY_DN46832_c0_g1_i1	At1g32910	6.8e-24	At1g32910
TRINITY_DN5146_c0_g1_i9	At2g30920	5.9e-52	At2g30920
TRINITY_DN5888_c0_g1_i4	At5g43960	2.0e-28	At5g43960
TRINITY_DN714_c0_g1_i1	At3g11270	2.9e-152	At3g11270
TRINITY_DN10410_c0_g1_i1	At1g05750	6.2e-94	At1g05750
TRINITY_DN13061_c0_g1_i4	At5g56530	1.5e-169	At5g56530
TRINITY_DN2797_c0_g1_i3	At5g19330	3.5e-12	At5g19330
TRINITY_DN5966_c0_g1_i1	At5g65250	6.8e-24	At5g65250
TRINITY_DN9056_c0_g1_i1	At1g50570_1	9.4e-42	At1g50570_1
TRINITY_DN9056_c0_g1_i1	At1g50570_1	1.1e-39	At1g50570_1
TRINITY_DN1018_c0_g3_i1	At2g34660	4.0e-85	At2g34660
TRINITY_DN1018_c0_g3_i1	At2g34660	6.9e-53	At2g34660
TRINITY_DN12521_c0_g2_i1	At5g11000	9.4e-34	At5g11000
TRINITY_DN14647_c0_g2_i2	At3g61310	2.4e-53	At3g61310
TRINITY_DN16076_c0_g1_i5	At5g47520	5.4e-90	At5g47520
TRINITY_DN1701_c0_g1_i1	At5g13020	4.5e-20	At5g13020
TRINITY_DN25953_c0_g1_i2	At4g14720	8.6e-19	At4g14720
TRINITY_DN280_c0_g1_i3	At1g08570	1.1e-50	At1g08570
TRINITY_DN280_c0_g1_i3	At1g08570	8.6e-11	At1g08570
TRINITY_DN32466_c0_g1_i1	At3g22800	4.1e-45	At3g22800
TRINITY_DN3908_c0_g1_i1	At3g18370	8.4e-99	At3g18370
TRINITY_DN4865_c0_g1_i1	At1g66770	4.2e-58	At1g66770
TRINITY_DN861_c1_g1_i4	At1g28580	1.1e-87	At1g28580
TRINITY_DN13952_c0_g1_i1	At1g20640	1.1e-74	At1g20640
TRINITY_DN15707_c0_g2_i1	At1g08070	7.0e-21	At1g08070
TRINITY_DN1887_c0_g1_i1	At5g05470	4.5e-153	At5g05470
TRINITY_DN2286_c1_g1_i2	At4g33050	1.1e-93	At4g33050
TRINITY_DN2286_c1_g1_i2	At4g33050	7.7e-12	At4g33050
TRINITY_DN26925_c0_g1_i2	At1g52510	5.0e-120	At1g52510
TRINITY_DN3507_c0_g1_i2	At2g37410	5.3e-69	At2g37410
TRINITY_DN4419_c0_g1_i4	At5g37660	2.9e-43	At5g37660
TRINITY_DN5028_c0_g1_i1	At3g05530	1.9e-204	At3g05530
TRINITY_DN5726_c1_g1_i5	At2g34710	2.1e-94	At2g34710
TRINITY_DN849_c1_g1_i2	At5g53730	5.7e-55	At5g53730
TRINITY_DN9166_c0_g5_i1	At4g30400	4.5e-76	At4g30400
TRINITY_DN9167_c0_g2_i1	At3g23920	2.3e-189	At3g23920
TRINITY_DN9580_c0_g2_i1	At5g66870	1.0e-40	At5g66870
TRINITY_DN10674_c1_g2_i5	At3g15570	3.8e-27	At3g15570
TRINITY_DN10674_c1_g2_i5	At3g15570	2.6e-23	At3g15570
TRINITY_DN13867_c0_g1_i1	At3g04530	6.7e-64	At3g04530
TRINITY_DN15081_c0_g3_i1	At2g10780	3.6e-09	At2g10780
TRINITY_DN19026_c0_g1_i3	At1g64350	1.2e-110	At1g64350
TRINITY_DN2233_c0_g1_i5	At2g28810	3.0e-24	At2g28810
TRINITY_DN27254_c0_g1_i1	At2g26560	1.3e-115	At2g26560
TRINITY_DN32037_c0_g1_i1	At1g10830	1.0e-136	At1g10830
TRINITY_DN9161_c0_g3_i2	At3g25250	6.2e-86	At3g25250
TRINITY_DN9161_c0_g3_i2	At3g25250	1.1e-13	At3g25250
TRINITY_DN119_c1_g1_i2	At4g39090	1.2e-140	At4g39090
TRINITY_DN14752_c2_g1_i2	At3g08940	2.8e-38	At3g08940
TRINITY_DN23955_c0_g1_i1	At1g08070	1.4e-90	At1g08070
TRINITY_DN3596_c0_g1_i4	At1g28640	4.3e-47	At1g28640
TRINITY_DN3716_c0_g1_i3	At5g10380	5.0e-27	At5g10380
TRINITY_DN5727_c0_g2_i2	At5g49520	1.4e-37	At5g49520
TRINITY_DN5882_c0_g1_i3	At4g14150_3	5.5e-34	At4g14150_3
TRINITY_DN5906_c0_g2_i1	At2g01080	9.7e-31	At2g01080
TRINITY_DN10403_c0_g3_i1	At4g39420	3.1e-29	At4g39420
TRINITY_DN1069_c0_g2_i3	At4g01850	3.0e-165	At4g01850
TRINITY_DN11502_c0_g1_i7	At4g02450	2.4e-37	At4g02450
TRINITY_DN1459_c0_g1_i2	At3g51240	1.7e-168	At3g51240
TRINITY_DN16835_c0_g2_i6	At4g04880	1.8e-64	At4g04880
TRINITY_DN16835_c0_g2_i6	At4g04880	1.2e-60	At4g04880
TRINITY_DN19268_c0_g2_i1	At1g53090_2	8.1e-62	At1g53090_2
TRINITY_DN22850_c0_g1_i1	At3g62420	8.8e-16	At3g62420
TRINITY_DN3867_c0_g1_i3	At4g13220	2.2e-22	At4g13220
TRINITY_DN5813_c0_g1_i1	At1g32220	6.6e-112	At1g32220
TRINITY_DN6814_c0_g1_i2	At3g56510	1.3e-56	At3g56510
TRINITY_DN9100_c0_g1_i4	At5g65520	2.7e-33	At5g65520
TRINITY_DN9214_c1_g1_i2	At3g14470	4.0e-77	At3g14470
TRINITY_DN1066_c1_g2_i2	At3g14230	1.4e-40	At3g14230
TRINITY_DN18717_c0_g2_i5	At3g02750	8.1e-86	At3g02750
TRINITY_DN18902_c0_g3_i1	At1g02520	3.7e-163	At1g02520
TRINITY_DN30937_c0_g2_i1	AtCh025	2.8e-62	AtCh025
TRINITY_DN30937_c0_g2_i1	AtCh025	1.2e-15	AtCh025
TRINITY_DN32557_c0_g1_i1	At4g37130	1.0e-72	At4g37130
TRINITY_DN4190_c0_g1_i1	At5g18540	4.4e-23	At5g18540
TRINITY_DN43867_c0_g1_i8	At1g18600	4.2e-26	At1g18600
TRINITY_DN7979_c0_g1_i2	At5g54520	1.5e-119	At5g54520
TRINITY_DN1088_c0_g1_i2	At5g19890	7.4e-63	At5g19890
TRINITY_DN1088_c0_g1_i2	At5g19890	1.8e-29	At5g19890
TRINITY_DN12478_c0_g2_i1	At2g45600	1.2e-84	At2g45600
TRINITY_DN12601_c0_g1_i1	At2g26680	3.5e-113	At2g26680
TRINITY_DN15074_c0_g1_i1	At1g01330	8.4e-83	At1g01330
TRINITY_DN1521_c0_g1_i6	At2g29260	2.4e-82	At2g29260
TRINITY_DN22384_c0_g1_i1	At1g05000	3.9e-24	At1g05000
TRINITY_DN22384_c0_g1_i1	At1g05000	9.1e-21	At1g05000
TRINITY_DN22970_c0_g1_i4	At3g60180	4.2e-74	At3g60180
TRINITY_DN37984_c0_g2_i1	At3g26430	6.8e-125	At3g26430
TRINITY_DN486_c0_g1_i2	At3g05290	7.0e-114	At3g05290
TRINITY_DN6160_c0_g1_i1	At1g25420	1.4e-77	At1g25420
TRINITY_DN711_c0_g1_i2	At1g15780	5.0e-27	At1g15780
TRINITY_DN12152_c0_g1_i8	At2g32700	5.6e-87	At2g32700
TRINITY_DN12534_c0_g2_i1	At2g35760	5.0e-43	At2g35760
TRINITY_DN15573_c0_g1_i3	At4g02590	1.4e-13	At4g02590
TRINITY_DN16057_c0_g1_i4	At4g39520	9.8e-07	At4g39520
TRINITY_DN24002_c0_g1_i1	At4g02830	3.4e-07	At4g02830
TRINITY_DN25729_c0_g1_i7	At3g20870	4.6e-89	At3g20870
TRINITY_DN2697_c0_g1_i5	At5g05210	5.5e-42	At5g05210
TRINITY_DN34829_c0_g1_i3	At5g47680	1.0e-72	At5g47680
TRINITY_DN4279_c0_g1_i2	At1g10660	2.3e-08	At1g10660
TRINITY_DN9122_c0_g2_i1	At1g30910	5.5e-111	At1g30910
TRINITY_DN9153_c1_g1_i2	At4g21660	6.1e-09	At4g21660
TRINITY_DN9369_c0_g1_i7	At4g02440	8.9e-93	At4g02440
TRINITY_DN9685_c0_g5_i2	At5g50170	3.2e-143	At5g50170
TRINITY_DN13855_c0_g1_i2	At5g57620	7.3e-71	At5g57620
TRINITY_DN19827_c1_g1_i1	At3g60240_1	1.6e-33	At3g60240_1
TRINITY_DN2474_c0_g1_i1	At2g24640	2.4e-21	At2g24640
TRINITY_DN28216_c0_g3_i1	At1g67320_1	8.6e-80	At1g67320_1
TRINITY_DN2882_c0_g1_i3	At2g31350	1.6e-38	At2g31350
TRINITY_DN29192_c1_g1_i1	At3g02800	1.5e-55	At3g02800
TRINITY_DN9095_c0_g1_i3	At1g17970	8.8e-24	At1g17970
TRINITY_DN16504_c0_g3_i5	At4g31350	1.7e-22	At4g31350
TRINITY_DN2167_c0_g1_i1	At1g63930	2.3e-40	At1g63930
TRINITY_DN25077_c0_g1_i1	At1g53270	7.5e-108	At1g53270
TRINITY_DN566_c0_g1_i2	At1g80600	1.7e-30	At1g80600
TRINITY_DN6865_c0_g1_i7	At1g45688	2.4e-53	At1g45688
TRINITY_DN6865_c0_g1_i7	At1g45688	1.1e-05	At1g45688
TRINITY_DN7450_c0_g1_i1	At2g20630	5.8e-100	At2g20630
TRINITY_DN907_c0_g3_i2	Hs13129078	1.4e-16	Hs13129078
TRINITY_DN9622_c1_g1_i2	At3g08620	2.8e-78	At3g08620
TRINITY_DN1123_c0_g2_i1	At5g16110	9.4e-18	At5g16110
TRINITY_DN14773_c0_g1_i1	At4g26670	8.8e-16	At4g26670
TRINITY_DN16209_c0_g3_i1	At3g55160	2.8e-115	At3g55160
TRINITY_DN16470_c0_g1_i4	At3g21510	4.7e-17	At3g21510
TRINITY_DN1838_c0_g1_i1	At1g50640	1.3e-32	At1g50640
TRINITY_DN3221_c2_g1_i1	At3g55370	1.9e-26	At3g55370
TRINITY_DN4315_c0_g1_i4	At5g54680	2.8e-38	At5g54680
TRINITY_DN4489_c0_g1_i11	At2g30120	1.6e-17	At2g30120
TRINITY_DN6742_c0_g1_i1	At5g19050	1.5e-137	At5g19050
TRINITY_DN9159_c0_g1_i4	At1g63980	5.0e-88	At1g63980
TRINITY_DN9253_c0_g1_i2	At4g24060	2.2e-27	At4g24060
TRINITY_DN9711_c0_g2_i2	At1g16690	4.9e-43	At1g16690
TRINITY_DN1027_c0_g1_i6	At1g32640	8.4e-67	At1g32640
TRINITY_DN10286_c1_g1_i1	At2g37540	3.1e-114	At2g37540
TRINITY_DN120_c0_g1_i3	At3g10360	6.1e-25	At3g10360
TRINITY_DN12809_c0_g1_i13	At1g27285	3.0e-08	At1g27285
TRINITY_DN14505_c0_g1_i6	At3g15080	7.6e-44	At3g15080
TRINITY_DN14505_c0_g1_i6	At3g15080	9.1e-13	At3g15080
TRINITY_DN2629_c0_g1_i1	At2g36220	4.0e-08	At2g36220
TRINITY_DN5240_c0_g1_i10	At1g80840	5.3e-37	At1g80840
TRINITY_DN6356_c0_g1_i8	At1g47740	5.5e-42	At1g47740
TRINITY_DN8671_c0_g1_i2	At1g75160	2.0e-121	At1g75160
TRINITY_DN14991_c0_g1_i1	At3g57990	1.8e-48	At3g57990
TRINITY_DN1556_c0_g1_i1	At3g04830	1.5e-111	At3g04830
TRINITY_DN410_c0_g1_i2	At1g63830	1.9e-74	At1g63830
TRINITY_DN411_c0_g1_i7	At3g56190	3.2e-58	At3g56190
TRINITY_DN5814_c0_g4_i1	At1g74310	5.0e-205	At1g74310
TRINITY_DN9442_c0_g1_i14	At4g18390	1.8e-29	At4g18390
TRINITY_DN10654_c0_g1_i1	At4g27880	4.8e-147	At4g27880
TRINITY_DN11057_c0_g3_i4	At5g04250	2.1e-65	At5g04250
TRINITY_DN13421_c0_g1_i4	At4g33120	6.7e-125	At4g33120
TRINITY_DN13697_c1_g2_i9	At3g58490	2.4e-21	At3g58490
TRINITY_DN15678_c0_g1_i1	At2g37650	3.8e-136	At2g37650
TRINITY_DN21639_c0_g1_i1	At4g12080	3.9e-56	At4g12080
TRINITY_DN2484_c0_g1_i2	At1g73500	1.7e-80	At1g73500
TRINITY_DN33_c0_g2_i1	At4g40030	3.4e-68	At4g40030
TRINITY_DN34407_c0_g1_i7	At5g50110	7.8e-81	At5g50110
TRINITY_DN3792_c0_g1_i4	At2g46010	1.2e-12	At2g46010
TRINITY_DN39310_c0_g1_i6	At5g52520	5.3e-29	At5g52520
TRINITY_DN5497_c0_g1_i4	At3g17940	5.1e-141	At3g17940
TRINITY_DN6112_c0_g1_i1	At5g25220	9.4e-127	At5g25220
TRINITY_DN6331_c0_g1_i2	At1g30130	1.3e-80	At1g30130
TRINITY_DN6439_c0_g1_i1	At3g56630	4.0e-93	At3g56630
TRINITY_DN15935_c1_g2_i1	At1g71940	1.9e-103	At1g71940
TRINITY_DN2014_c0_g1_i1	At4g36830	2.0e-84	At4g36830
TRINITY_DN2312_c0_g1_i5	At3g62940	9.5e-79	At3g62940
TRINITY_DN2974_c0_g2_i1	At2g22430	3.4e-20	At2g22430
TRINITY_DN3070_c1_g1_i1	At1g19480	1.7e-88	At1g19480
TRINITY_DN5548_c0_g1_i1	At1g32740	7.7e-20	At1g32740
TRINITY_DN850_c0_g1_i3	At5g08160	3.4e-161	At5g08160
TRINITY_DN1366_c0_g1_i1	At3g13410	7.1e-66	At3g13410
TRINITY_DN15209_c0_g1_i1	At3g52870	3.5e-142	At3g52870
TRINITY_DN16200_c0_g1_i1	At5g51130	4.7e-78	At5g51130
TRINITY_DN18324_c1_g1_i1	At3g52990	4.0e-178	At3g52990
TRINITY_DN19441_c0_g1_i2	At3g51950	1.8e-29	At3g51950
TRINITY_DN3589_c0_g2_i2	At2g17560	8.7e-24	At2g17560
TRINITY_DN3641_c1_g2_i1	At3g03080	1.5e-129	At3g03080
TRINITY_DN4018_c0_g1_i1	At1g60690	1.8e-109	At1g60690
TRINITY_DN40601_c0_g1_i2	At3g21190	3.7e-107	At3g21190
TRINITY_DN7077_c0_g1_i1	At1g23820	9.0e-146	At1g23820
TRINITY_DN8075_c0_g1_i7	At2g46280	4.4e-07	At2g46280
TRINITY_DN8752_c0_g1_i1	At2g42080	5.7e-15	At2g42080
TRINITY_DN9720_c0_g2_i3	At1g63090	3.3e-47	At1g63090
TRINITY_DN10441_c0_g3_i1	7290485	1.8e-13	7290485
TRINITY_DN11187_c0_g2_i1	At4g32750	8.6e-88	At4g32750
TRINITY_DN11854_c0_g1_i1	At3g25480	3.8e-51	At3g25480
TRINITY_DN2773_c1_g1_i2	At4g39350	5.6e-79	At4g39350
TRINITY_DN4532_c2_g1_i1	At5g40530	3.3e-79	At5g40530
TRINITY_DN1091_c1_g2_i1	At5g13180	6.8e-53	At5g13180
TRINITY_DN12782_c1_g1_i8	At3g22830	3.5e-81	At3g22830
TRINITY_DN13691_c0_g1_i4	At1g11380	4.4e-44	At1g11380
TRINITY_DN13691_c0_g1_i4	At1g11380	2.7e-09	At1g11380
TRINITY_DN16831_c0_g1_i1	At5g10150	9.7e-07	At5g10150
TRINITY_DN18496_c0_g1_i1	At2g23790	5.6e-39	At2g23790
TRINITY_DN18496_c0_g1_i1	At2g23790	2.4e-13	At2g23790
TRINITY_DN2684_c0_g3_i1	At1g78020	2.5e-10	At1g78020
TRINITY_DN35010_c0_g1_i1	At5g58600	2.2e-128	At5g58600
TRINITY_DN37196_c0_g1_i1	At4g39330	3.8e-136	At4g39330
TRINITY_DN533_c1_g2_i1	At5g02230	4.4e-108	At5g02230
TRINITY_DN7105_c0_g1_i1	At1g06440	1.6e-97	At1g06440
TRINITY_DN11074_c0_g1_i2	At4g19820	1.7e-67	At4g19820
TRINITY_DN14704_c0_g2_i2	At2g16390	1.1e-07	At2g16390
TRINITY_DN17738_c0_g2_i3	At3g45740	4.2e-135	At3g45740
TRINITY_DN44681_c0_g2_i2	At3g13440	3.7e-83	At3g13440
TRINITY_DN4640_c0_g1_i1	At5g57280	7.5e-100	At5g57280
TRINITY_DN6019_c0_g1_i2	At5g58560	1.4e-77	At5g58560
TRINITY_DN7917_c0_g3_i1	At3g08950	1.2e-86	At3g08950
TRINITY_DN9525_c0_g1_i3	At5g67500	3.8e-96	At5g67500
TRINITY_DN1045_c0_g1_i2	At1g27290	9.7e-07	At1g27290
TRINITY_DN11187_c0_g1_i1	At4g32750	3.1e-82	At4g32750
TRINITY_DN114_c0_g2_i1	At1g78550	4.9e-83	At1g78550
TRINITY_DN11653_c0_g1_i12	At3g14460	4.0e-21	At3g14460
TRINITY_DN1207_c0_g1_i1	At5g64230	5.4e-42	At5g64230
TRINITY_DN17689_c0_g2_i1	At3g47590	3.0e-85	At3g47590
TRINITY_DN19540_c0_g1_i5	At2g19130	9.3e-127	At2g19130
TRINITY_DN21567_c0_g1_i2	At5g59550	4.1e-58	At5g59550
TRINITY_DN28065_c0_g1_i1	At3g19910	6.5e-19	At3g19910
TRINITY_DN38703_c0_g1_i1	At5g01220	1.6e-134	At5g01220
TRINITY_DN4045_c1_g1_i1	At3g19000	5.5e-111	At3g19000
TRINITY_DN4211_c0_g1_i1	At5g24800	6.4e-35	At5g24800
TRINITY_DN467_c0_g1_i1	At1g52880	1.1e-34	At1g52880
TRINITY_DN467_c0_g1_i1	At1g52880	4.3e-15	At1g52880
TRINITY_DN5401_c0_g1_i2	At3g20240	1.5e-113	At3g20240
TRINITY_DN6710_c0_g3_i1	At1g59550	8.1e-22	At1g59550
TRINITY_DN6756_c0_g2_i2	At3g48050	5.4e-66	At3g48050
TRINITY_DN7143_c0_g1_i2	At3g07150	1.7e-11	At3g07150
TRINITY_DN2383_c0_g1_i1	At2g29460	8.7e-32	At2g29460
TRINITY_DN2383_c0_g1_i1	At2g29460	1.4e-05	At2g29460
TRINITY_DN3008_c0_g1_i5	At2g44680	1.7e-120	At2g44680
TRINITY_DN34913_c0_g1_i1	At4g00350	4.8e-14	At4g00350
TRINITY_DN40259_c0_g2_i1	At2g37270	2.4e-74	At2g37270
TRINITY_DN40259_c0_g2_i1	At2g37270	2.5e-39	At2g37270
TRINITY_DN4871_c0_g1_i2	At1g73840	3.5e-17	At1g73840
TRINITY_DN50066_c0_g1_i1	At1g25550	1.2e-25	At1g25550
TRINITY_DN5771_c0_g1_i1	At3g07490	2.5e-39	At3g07490
TRINITY_DN12379_c0_g3_i1	At2g22530	6.0e-57	At2g22530
TRINITY_DN12379_c0_g3_i1	At2g22530	1.2e-54	At2g22530
TRINITY_DN1779_c0_g1_i1	At1g62790	4.2e-10	At1g62790
TRINITY_DN2466_c0_g2_i2	At4g15130	6.3e-107	At4g15130
TRINITY_DN3623_c0_g1_i2	At5g50250	4.7e-78	At5g50250
TRINITY_DN4428_c0_g2_i2	At5g17710	4.3e-71	At5g17710
TRINITY_DN53609_c0_g1_i1	At1g58120	7.8e-41	At1g58120
TRINITY_DN5927_c0_g1_i1	At3g50220	1.0e-64	At3g50220
TRINITY_DN6646_c0_g1_i1	At1g07030	7.9e-118	At1g07030
TRINITY_DN7427_c0_g2_i2	At5g08520	7.1e-50	At5g08520
TRINITY_DN848_c0_g1_i2	At4g37530	3.9e-101	At4g37530
TRINITY_DN921_c0_g3_i3	At1g09540	2.0e-20	At1g09540
TRINITY_DN921_c0_g3_i3	At1g09540	2.5e-18	At1g09540
TRINITY_DN921_c0_g3_i3	At1g09540	1.5e-15	At1g09540
TRINITY_DN12346_c0_g1_i1	At4g38610	9.1e-90	At4g38610
TRINITY_DN13486_c0_g1_i3	At3g61060	6.1e-86	At3g61060
TRINITY_DN17959_c0_g1_i1	At4g10610	4.5e-89	At4g10610
TRINITY_DN18282_c0_g1_i1	At2g40900	6.0e-33	At2g40900
TRINITY_DN20924_c0_g1_i3	At1g47260	1.3e-123	At1g47260
TRINITY_DN22040_c0_g1_i3	At5g65910	3.6e-30	At5g65910
TRINITY_DN27685_c0_g3_i2	At1g74520	1.5e-60	At1g74520
TRINITY_DN3025_c0_g3_i2	At3g07030	1.6e-46	At3g07030
TRINITY_DN3118_c0_g2_i1	At5g66280	2.3e-170	At5g66280
TRINITY_DN3367_c0_g1_i1	At3g26000	8.9e-45	At3g26000
TRINITY_DN3656_c0_g1_i3	At2g40410	2.0e-57	At2g40410
TRINITY_DN4290_c0_g2_i4	At2g37090	9.4e-87	At2g37090
TRINITY_DN7461_c0_g2_i1	At1g80700	1.9e-10	At1g80700
TRINITY_DN8133_c0_g2_i2	At4g09750	7.0e-74	At4g09750
TRINITY_DN8133_c0_g2_i2	At4g09750	1.9e-55	At4g09750
TRINITY_DN9733_c0_g1_i2	At5g18900	5.6e-71	At5g18900
TRINITY_DN9733_c0_g1_i2	At5g18900	6.6e-48	At5g18900
TRINITY_DN10327_c0_g1_i10	At1g77930	4.1e-66	At1g77930
TRINITY_DN10327_c0_g1_i10	At1g77930	3.8e-11	At1g77930
TRINITY_DN14769_c1_g2_i4	At2g17130	3.6e-171	At2g17130
TRINITY_DN1840_c1_g1_i2	At3g08980	2.5e-23	At3g08980
TRINITY_DN1840_c1_g1_i2	At3g08980	6.5e-11	At3g08980
TRINITY_DN18619_c0_g1_i4	At1g55840	1.9e-119	At1g55840
TRINITY_DN2269_c0_g1_i1	At2g15430	1.6e-131	At2g15430
TRINITY_DN23189_c0_g2_i2	At1g77470	5.3e-146	At1g77470
TRINITY_DN4069_c0_g3_i1	At4g39210	1.9e-172	At4g39210
TRINITY_DN5753_c0_g1_i5	At2g35360	1.0e-32	At2g35360
TRINITY_DN6372_c0_g1_i4	At1g63610	1.1e-119	At1g63610
TRINITY_DN6636_c0_g1_i2	At5g24490	2.2e-67	At5g24490
TRINITY_DN804_c0_g1_i3	At5g48070	1.5e-95	At5g48070
TRINITY_DN14572_c0_g1_i1	At4g00050	5.3e-29	At4g00050
TRINITY_DN16618_c0_g1_i3	At4g17310	7.1e-10	At4g17310
TRINITY_DN1821_c0_g3_i1	At1g78700	1.5e-63	At1g78700
TRINITY_DN24915_c0_g1_i2	At4g35740_2	1.1e-29	At4g35740_2
TRINITY_DN4156_c0_g1_i3	At4g13070	1.5e-84	At4g13070
TRINITY_DN4798_c0_g1_i4	At1g14920	2.3e-48	At1g14920
TRINITY_DN8056_c0_g2_i2	At3g56850	1.9e-07	At3g56850
TRINITY_DN8784_c0_g2_i3	At1g51070	8.4e-19	At1g51070
