herb_id	gene	COG_id	COG_evalue	COG_description
110	TRINITY_DN3408_c0_g1_i8	gi|428201250|ref|YP_007079839.1|	5.30E-17	gi|428201250|ref|YP_007079839.1| protein kinase family protein [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN6174_c0_g1_i3	gi|320103894|ref|YP_004179485.1|	2.30E-20	gi|320103894|ref|YP_004179485.1| serine/threonine protein kinase [Isosphaera pallida ATCC 43644]
110	TRINITY_DN17639_c0_g1_i2	gi|262197425|ref|YP_003268634.1|	9.90E-56	gi|262197425|ref|YP_003268634.1| hypothetical protein [Haliangium ochraceum DSM 14365]
110	TRINITY_DN20682_c0_g1_i1	gi|347754236|ref|YP_004861800.1|	1.90E-123	"gi|347754236|ref|YP_004861800.1| prolyl aminopeptidase, serine peptidase, MEROPS family S33 [Candidatus Chloracidobacterium thermophilum B]"
110	TRINITY_DN2086_c0_g2_i3	gi|16079770|ref|NP_390594.1|	4.30E-35	gi|16079770|ref|NP_390594.1| bifunctional P-450/NADPH-P450 reductase 2 [Bacillus subtilis subsp. subtilis str. 168]
110	TRINITY_DN2749_c0_g1_i1	gi|428307153|ref|YP_007143978.1|	1.40E-06	gi|428307153|ref|YP_007143978.1| metallophosphoesterase [Crinalium epipsammum PCC 9333]
110	TRINITY_DN13600_c0_g1_i1	gi|428310439|ref|YP_007121416.1|	2.50E-152	gi|428310439|ref|YP_007121416.1| glycogen debranching protein [Microcoleus sp. PCC 7113]
110	TRINITY_DN15657_c0_g1_i11	gi|56459274|ref|YP_154555.1|	5.30E-17	gi|56459274|ref|YP_154555.1| 2OG-Fe(II) oxygenase [Idiomarina loihiensis L2TR]
110	TRINITY_DN7440_c0_g1_i1	gi|350270650|ref|YP_004881958.1|	4.20E-06	gi|350270650|ref|YP_004881958.1| V-type Na(+)-transporting ATPase A subunit [Oscillibacter valericigenes Sjm18-20]
110	TRINITY_DN23244_c0_g1_i1	gi|328949950|ref|YP_004367285.1|	8.50E-07	gi|328949950|ref|YP_004367285.1| phosphoesterase PA-phosphatase-like protein [Marinithermus hydrothermalis DSM 14884]
110	TRINITY_DN149_c0_g1_i6	gi|428203328|ref|YP_007081917.1|	6.00E-13	gi|428203328|ref|YP_007081917.1| lysophospholipase [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN12884_c0_g1_i2	gi|338175492|ref|YP_004652302.1|	2.80E-26	gi|338175492|ref|YP_004652302.1| glutamine amidotransferase-like protein yvdE [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN31020_c0_g1_i3	gi|434400589|ref|YP_007134593.1|	1.00E-15	"gi|434400589|ref|YP_007134593.1| acetyl-CoA carboxylase, biotin carboxyl carrier protein [Stanieria cyanosphaera PCC 7437]"
110	TRINITY_DN5321_c0_g2_i1	gi|262196681|ref|YP_003267890.1|	1.10E-43	gi|262196681|ref|YP_003267890.1| DNA-3-methyladenine glycosylase II [Haliangium ochraceum DSM 14365]
110	TRINITY_DN848_c1_g1_i1	gi|427702748|ref|YP_007045970.1|	2.80E-111	gi|427702748|ref|YP_007045970.1| delta-aminolevulinic acid dehydratase [Cyanobium gracile PCC 6307]
110	TRINITY_DN11345_c0_g2_i1	gi|430745726|ref|YP_007204855.1|	6.00E-13	gi|430745726|ref|YP_007204855.1| protein kinase family protein [Singulisphaera acidiphila DSM 18658]
110	TRINITY_DN10857_c0_g2_i1	gi|284037294|ref|YP_003387224.1|	1.80E-118	gi|284037294|ref|YP_003387224.1| biotin synthase [Spirosoma linguale DSM 74]
110	TRINITY_DN11091_c0_g1_i1	gi|116621240|ref|YP_823396.1|	4.70E-34	gi|116621240|ref|YP_823396.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN1628_c0_g1_i1	gi|375143820|ref|YP_005006261.1|	4.10E-54	gi|375143820|ref|YP_005006261.1| Beta-ureidopropionase [Niastella koreensis GR20-10]
110	TRINITY_DN1868_c0_g1_i1	gi|375147321|ref|YP_005009762.1|	6.00E-37	gi|375147321|ref|YP_005009762.1| MIP family channel protein [Niastella koreensis GR20-10]
110	TRINITY_DN2652_c0_g1_i1	gi|189502232|ref|YP_001957949.1|	1.10E-06	gi|189502232|ref|YP_001957949.1| hypothetical protein Aasi_0849 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN5526_c0_g1_i1	gi|435852314|ref|YP_007313900.1|	2.10E-42	gi|435852314|ref|YP_007313900.1| 26S proteasome subunit P45 family [Methanomethylovorans hollandica DSM 15978]
110	TRINITY_DN107_c1_g1_i1	gi|124024376|ref|YP_001018683.1|	8.40E-07	gi|124024376|ref|YP_001018683.1| NADH dehydrogenase subunit J [Prochlorococcus marinus str. MIT 9303]
110	TRINITY_DN11541_c1_g1_i1	gi|269839716|ref|YP_003324408.1|	2.50E-27	gi|269839716|ref|YP_003324408.1| glycoside hydrolase family protein [Thermobaculum terrenum ATCC BAA-798]
110	TRINITY_DN15639_c0_g2_i4	gi|427722224|ref|YP_007069501.1|	4.40E-56	gi|427722224|ref|YP_007069501.1| cyclophilin type peptidyl-prolyl cis-trans isomerase [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN7708_c0_g1_i2	gi|384146004|ref|YP_005528820.1|	1.80E-110	gi|384146004|ref|YP_005528820.1| alpha-galactosidase [Amycolatopsis mediterranei S699]
110	TRINITY_DN8001_c0_g1_i9	gi|340787855|ref|YP_004753320.1|	1.50E-24	gi|340787855|ref|YP_004753320.1| peptidyl prolyl 4-hydroxylase-like protein subunit alpha [Collimonas fungivorans Ter331]
110	TRINITY_DN10061_c0_g1_i8	gi|345522832|ref|YP_003145055.2|	3.20E-14	gi|345522832|ref|YP_003145055.2| protein kinase with PASTA domain [Slackia heliotrinireducens DSM 20476]
110	TRINITY_DN12489_c0_g1_i4	gi|479128753|ref|YP_005068713.1|	2.50E-11	gi|479128753|ref|YP_005068713.1| WD-40 repeat protein [Arthrospira platensis NIES-39]
110	TRINITY_DN28837_c0_g1_i2	gi|325959049|ref|YP_004290515.1|	1.20E-56	gi|325959049|ref|YP_004290515.1| sugar transporter [Methanobacterium sp. AL-21]
110	TRINITY_DN15930_c0_g1_i4	gi|428225275|ref|YP_007109372.1|	2.90E-84	gi|428225275|ref|YP_007109372.1| phosphoadenylylsulfate reductase [Geitlerinema sp. PCC 7407]
110	TRINITY_DN18056_c0_g1_i1	gi|428218015|ref|YP_007102480.1|	9.40E-91	gi|428218015|ref|YP_007102480.1| cysteine synthase [Pseudanabaena sp. PCC 7367]
110	TRINITY_DN20498_c0_g1_i7	gi|428202495|ref|YP_007081084.1|	7.30E-51	gi|428202495|ref|YP_007081084.1| CDP-diglyceride synthetase [Pleurocapsa sp. PCC 7327]
110	TRINITY_DN5375_c1_g1_i2	gi|479127879|ref|YP_005067839.1|	5.70E-48	gi|479127879|ref|YP_005067839.1| putative 8-amino-7-oxononanoate synthase [Arthrospira platensis NIES-39]
110	TRINITY_DN8570_c0_g1_i2	gi|221638667|ref|YP_002524929.1|	1.10E-19	gi|221638667|ref|YP_002524929.1| hypothetical protein RSKD131_0568 [Rhodobacter sphaeroides KD131]
110	TRINITY_DN18902_c0_g2_i1	gi|108759375|ref|YP_633320.1|	6.70E-97	gi|108759375|ref|YP_633320.1| ABC transporter permease [Myxococcus xanthus DK 1622]
110	TRINITY_DN36579_c1_g2_i1	gi|428306004|ref|YP_007142829.1|	4.00E-25	gi|428306004|ref|YP_007142829.1| aldehyde dehydrogenase [Crinalium epipsammum PCC 9333]
110	TRINITY_DN111_c0_g2_i4	gi|375148724|ref|YP_005011165.1|	1.20E-29	gi|375148724|ref|YP_005011165.1| Naringenin-chalcone synthase [Niastella koreensis GR20-10]
110	TRINITY_DN7361_c0_g1_i1	gi|332981568|ref|YP_004463009.1|	2.40E-17	gi|332981568|ref|YP_004463009.1| serine/threonine protein kinase with PASTA sensor(s) [Mahella australiensis 50-1 BON]
110	TRINITY_DN5094_c1_g2_i2	gi|16329812|ref|NP_440540.1|	6.10E-42	gi|16329812|ref|NP_440540.1| hypothetical protein slr1699 [Synechocystis sp. PCC 6803]
110	TRINITY_DN13290_c0_g1_i1	gi|294083717|ref|YP_003550474.1|	1.50E-08	gi|294083717|ref|YP_003550474.1| NADH-quinone oxidoreductase subunit G [Candidatus Puniceispirillum marinum IMCC1322]
110	TRINITY_DN24180_c0_g1_i1	gi|186681849|ref|YP_001865045.1|	2.30E-25	gi|186681849|ref|YP_001865045.1| cytochrome P450 [Nostoc punctiforme PCC 73102]
110	TRINITY_DN3931_c0_g1_i9	gi|94969123|ref|YP_591171.1|	4.00E-118	gi|94969123|ref|YP_591171.1| cysteine synthase [Candidatus Koribacter versatilis Ellin345]
110	TRINITY_DN451_c0_g1_i6	gi|94967924|ref|YP_589972.1|	2.20E-100	gi|94967924|ref|YP_589972.1| NAD-dependent epimerase/dehydratase [Candidatus Koribacter versatilis Ellin345]
110	TRINITY_DN17075_c0_g1_i1	gi|15838484|ref|NP_299172.1|	3.80E-07	gi|15838484|ref|NP_299172.1| phosphoglycerate mutase [Xylella fastidiosa 9a5c]
110	TRINITY_DN2522_c1_g1_i5	gi|225849190|ref|YP_002729354.1|	3.70E-31	gi|225849190|ref|YP_002729354.1| chaperone protein DnaJ [Sulfurihydrogenibium azorense Az-Fu1]
110	TRINITY_DN10046_c0_g1_i3	gi|347756146|ref|YP_004863709.1|	1.20E-08	gi|347756146|ref|YP_004863709.1| RNA-binding proteins (RRM domain) [Candidatus Chloracidobacterium thermophilum B]
110	TRINITY_DN1427_c0_g1_i1	gi|338174875|ref|YP_004651685.1|	3.80E-44	gi|338174875|ref|YP_004651685.1| cytidine deaminase [Parachlamydia acanthamoebae UV-7]
110	TRINITY_DN21147_c0_g1_i2	gi|116621240|ref|YP_823396.1|	6.00E-29	gi|116621240|ref|YP_823396.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN301_c0_g1_i1	gi|459289851|ref|YP_007513008.1|	1.70E-108	gi|459289851|ref|YP_007513008.1| putative S-methyl-5-thioribose kinase [Bradyrhizobium oligotrophicum S58]
110	TRINITY_DN32662_c0_g2_i3	gi|167629303|ref|YP_001679802.1|	5.70E-48	gi|167629303|ref|YP_001679802.1| hexokinase [Heliobacterium modesticaldum Ice1]
110	TRINITY_DN45_c0_g2_i12	gi|557694469|ref|YP_008797523.1|	4.60E-29	gi|557694469|ref|YP_008797523.1| protein phosphatase [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN1343_c1_g2_i1	gi|428309713|ref|YP_007120690.1|	4.50E-77	gi|428309713|ref|YP_007120690.1| 50S ribosomal protein L1 [Microcoleus sp. PCC 7113]
110	TRINITY_DN1671_c0_g1_i4	gi|372488120|ref|YP_005027685.1|	3.40E-16	gi|372488120|ref|YP_005027685.1| protein kinase family protein [Dechlorosoma suillum PS]
110	TRINITY_DN1058_c0_g1_i2	gi|32472118|ref|NP_865112.1|	3.10E-25	gi|32472118|ref|NP_865112.1| dual specificity phosphatase MKP-5 [Rhodopirellula baltica SH 1]
110	TRINITY_DN31954_c0_g1_i1	gi|384154429|ref|YP_005537245.1|	1.80E-94	gi|384154429|ref|YP_005537245.1| amino acid transporter [Amycolatopsis mediterranei S699]
110	TRINITY_DN7168_c0_g1_i1	gi|264677094|ref|YP_003277000.1|	3.30E-27	gi|264677094|ref|YP_003277000.1| 2OG-Fe(II) oxygenase [Comamonas testosteroni CNB-2]
110	TRINITY_DN260_c0_g2_i1	gi|16801000|ref|NP_471268.1|	3.30E-19	gi|16801000|ref|NP_471268.1| hypothetical protein lin1934 [Listeria innocua Clip11262]
110	TRINITY_DN26839_c0_g1_i9	gi|217078020|ref|YP_002335738.1|	5.80E-24	gi|217078020|ref|YP_002335738.1| short-chain dehydrogenase/reductase SDR [Thermosipho africanus TCF52B]
110	TRINITY_DN399_c3_g2_i1	gi|347541129|ref|YP_004848555.1|	2.00E-24	gi|347541129|ref|YP_004848555.1| 2-polyprenylphenol 6-hydroxylase [Pseudogulbenkiania sp. NH8B]
110	TRINITY_DN538_c0_g1_i3	gi|307352741|ref|YP_003893792.1|	8.60E-28	gi|307352741|ref|YP_003893792.1| methionine aminopeptidase [Methanoplanus petrolearius DSM 11571]
110	TRINITY_DN2957_c0_g2_i1	gi|428318773|ref|YP_007116655.1|	1.60E-159	gi|428318773|ref|YP_007116655.1| phosphoglycerate kinase [Oscillatoria nigro-viridis PCC 7112]
110	TRINITY_DN4069_c0_g2_i6	gi|427718232|ref|YP_007066226.1|	1.90E-06	gi|427718232|ref|YP_007066226.1| glucose-1-phosphate adenylyltransferase [Calothrix sp. PCC 7507]
110	TRINITY_DN16677_c2_g1_i1	gi|392383106|ref|YP_005032303.1|	8.40E-76	gi|392383106|ref|YP_005032303.1| 4-hydroxybenzoate-octaprenyl transferase [Azospirillum brasilense Sp245]
110	TRINITY_DN2903_c0_g1_i1	gi|297621203|ref|YP_003709340.1|	3.60E-26	gi|297621203|ref|YP_003709340.1| serine/threonine PP2C protein phosphatase [Waddlia chondrophila WSU 86-1044]
110	TRINITY_DN30033_c0_g1_i1	gi|347753810|ref|YP_004861374.1|	1.70E-15	gi|347753810|ref|YP_004861374.1| multidrug ABC transporter ATPase [Candidatus Chloracidobacterium thermophilum B]
110	TRINITY_DN32340_c0_g1_i1	gi|337750325|ref|YP_004644487.1|	6.60E-113	gi|337750325|ref|YP_004644487.1| alpha-L-fucosidase [Paenibacillus mucilaginosus KNP414]
110	TRINITY_DN660_c0_g1_i4	gi|374316277|ref|YP_005062705.1|	7.10E-06	"gi|374316277|ref|YP_005062705.1| 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Sphaerochaeta pleomorpha str. Grapes]"
110	TRINITY_DN1082_c1_g1_i3	gi|320161254|ref|YP_004174478.1|	5.90E-37	gi|320161254|ref|YP_004174478.1| putative phosphatidate cytidylyltransferase [Anaerolinea thermophila UNI-1]
110	TRINITY_DN14136_c0_g2_i1	gi|374311159|ref|YP_005057589.1|	4.20E-27	gi|374311159|ref|YP_005057589.1| hypothetical protein [Granulicella mallensis MP5ACTX8]
110	TRINITY_DN14518_c0_g2_i2	gi|434393879|ref|YP_007128826.1|	5.10E-97	gi|434393879|ref|YP_007128826.1| NmrA family protein [Gloeocapsa sp. PCC 7428]
110	TRINITY_DN18768_c0_g2_i1	gi|427725783|ref|YP_007073060.1|	2.90E-15	gi|427725783|ref|YP_007073060.1| serine/threonine protein kinase [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN13534_c0_g1_i2	gi|32477197|ref|NP_870191.1|	4.10E-22	gi|32477197|ref|NP_870191.1| phnP protein homolog- hydrolase [Rhodopirellula baltica SH 1]
110	TRINITY_DN12663_c0_g1_i1	gi|16080937|ref|NP_391765.1|	8.60E-121	gi|16080937|ref|NP_391765.1| UDP-glucose 4-epimerase [Bacillus subtilis subsp. subtilis str. 168]
110	TRINITY_DN160_c1_g1_i2	gi|328956238|ref|YP_004373571.1|	1.50E-27	gi|328956238|ref|YP_004373571.1| serine/threonine protein kinase [Coriobacterium glomerans PW2]
110	TRINITY_DN6243_c0_g1_i2	gi|294507335|ref|YP_003571393.1|	5.50E-35	"gi|294507335|ref|YP_003571393.1| 3'(2'),5'-bisphosphate nucleotidase [Salinibacter ruber M8]"
110	TRINITY_DN15132_c0_g2_i1	gi|258541735|ref|YP_003187168.1|	1.10E-40	gi|258541735|ref|YP_003187168.1| RNA helicase [Acetobacter pasteurianus IFO 3283-01]
110	TRINITY_DN3441_c0_g4_i1	gi|357387229|ref|YP_004902067.1|	2.70E-50	gi|357387229|ref|YP_004902067.1| putative amino acid transporter [Kitasatospora setae KM-6054]
110	TRINITY_DN4635_c0_g1_i4	gi|83590786|ref|YP_430795.1|	1.30E-63	gi|83590786|ref|YP_430795.1| D-isomer specific 2-hydroxyacid dehydrogenase [Moorella thermoacetica ATCC 39073]
110	TRINITY_DN8638_c0_g1_i1	gi|390951925|ref|YP_006415684.1|	5.20E-25	gi|390951925|ref|YP_006415684.1| cysteine protease [Thiocystis violascens DSM 198]
110	TRINITY_DN4208_c0_g1_i7	gi|310819638|ref|YP_003951996.1|	1.10E-91	gi|310819638|ref|YP_003951996.1| alpha-amylase [Stigmatella aurantiaca DW4/3-1]
110	TRINITY_DN8419_c0_g1_i1	gi|434399413|ref|YP_007133417.1|	5.60E-11	gi|434399413|ref|YP_007133417.1| Tetratricopeptide TPR_1 repeat-containing protein [Stanieria cyanosphaera PCC 7437]
110	TRINITY_DN16889_c0_g1_i2	gi|159900122|ref|YP_001546369.1|	1.80E-14	gi|159900122|ref|YP_001546369.1| alpha/beta hydrolase [Herpetosiphon aurantiacus DSM 785]
110	TRINITY_DN1707_c0_g1_i1	gi|440682790|ref|YP_007157585.1|	7.00E-14	gi|440682790|ref|YP_007157585.1| nitrogen-fixing NifU domain-containing protein [Anabaena cylindrica PCC 7122]
110	TRINITY_DN21420_c0_g2_i1	gi|307150901|ref|YP_003886285.1|	2.80E-15	gi|307150901|ref|YP_003886285.1| G-D-S-L family lipolytic protein [Cyanothece sp. PCC 7822]
110	TRINITY_DN9736_c0_g1_i1	gi|189502234|ref|YP_001957951.1|	9.50E-11	gi|189502234|ref|YP_001957951.1| hypothetical protein Aasi_0851 [Candidatus Amoebophilus asiaticus 5a2]
110	TRINITY_DN12386_c0_g1_i1	gi|470183642|ref|YP_007569517.1|	4.40E-08	gi|470183642|ref|YP_007569517.1| Glycine-rich RNA binding protein [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
110	TRINITY_DN4056_c0_g1_i1	gi|357389043|ref|YP_004903882.1|	1.00E-17	gi|357389043|ref|YP_004903882.1| putative serine/threonine protein kinase [Kitasatospora setae KM-6054]
110	TRINITY_DN5841_c1_g1_i4	gi|296270577|ref|YP_003653209.1|	1.80E-14	gi|296270577|ref|YP_003653209.1| serine/threonine protein kinase [Thermobispora bispora DSM 43833]
110	TRINITY_DN5853_c1_g1_i1	gi|310817799|ref|YP_003950157.1|	2.20E-31	gi|310817799|ref|YP_003950157.1| urease accessory protein uref [Stigmatella aurantiaca DW4/3-1]
110	TRINITY_DN10432_c0_g1_i1	gi|152990977|ref|YP_001356699.1|	2.90E-12	gi|152990977|ref|YP_001356699.1| 50S ribosomal protein L27 [Nitratiruptor sp. SB155-2]
110	TRINITY_DN15812_c0_g1_i2	gi|357406261|ref|YP_004918185.1|	5.10E-41	gi|357406261|ref|YP_004918185.1| hypothetical protein MEALZ_2934 [Methylomicrobium alcaliphilum 20Z]
110	TRINITY_DN4095_c0_g1_i2	gi|262196624|ref|YP_003267833.1|	1.60E-21	gi|262196624|ref|YP_003267833.1| RNP-1 like RNA-binding protein [Haliangium ochraceum DSM 14365]
110	TRINITY_DN4095_c0_g1_i2	gi|262196624|ref|YP_003267833.1|	2.00E-21	gi|262196624|ref|YP_003267833.1| RNP-1 like RNA-binding protein [Haliangium ochraceum DSM 14365]
110	TRINITY_DN6077_c0_g1_i3	gi|427703086|ref|YP_007046308.1|	1.30E-31	gi|427703086|ref|YP_007046308.1| 50S ribosomal protein L15 [Cyanobium gracile PCC 6307]
110	TRINITY_DN6414_c0_g1_i13	gi|428771624|ref|YP_007163414.1|	2.60E-16	gi|428771624|ref|YP_007163414.1| hypothetical protein Cyan10605_3326 [Cyanobacterium aponinum PCC 10605]
110	TRINITY_DN8516_c0_g1_i5	gi|478179108|ref|YP_007700181.1|	3.40E-45	gi|478179108|ref|YP_007700181.1| hypothetical protein OA238_c26840 [Octadecabacter arcticus 238]
110	TRINITY_DN757_c0_g1_i4	gi|209966679|ref|YP_002299594.1|	5.10E-65	gi|209966679|ref|YP_002299594.1| cytochrome c1 [Rhodospirillum centenum SW]
110	TRINITY_DN8636_c0_g1_i1	gi|90021308|ref|YP_527135.1|	3.50E-21	gi|90021308|ref|YP_527135.1| Pyridoxal phosphate-dependent deaminase [Saccharophagus degradans 2-40]
110	TRINITY_DN9630_c0_g2_i1	gi|379735738|ref|YP_005329244.1|	1.50E-32	"gi|379735738|ref|YP_005329244.1| Multicopper oxidase, type 3 [Blastococcus saxobsidens DD2]"
110	TRINITY_DN586_c0_g2_i5	gi|320162215|ref|YP_004175440.1|	4.70E-127	gi|320162215|ref|YP_004175440.1| S-adenosylmethionine synthetase [Anaerolinea thermophila UNI-1]
110	TRINITY_DN8519_c0_g1_i2	gi|313124872|ref|YP_004035136.1|	1.90E-11	"gi|313124872|ref|YP_004035136.1| hit family hydrolase, diadenosine tetraphosphate hydrolase [Halogeometricum borinquense DSM 11551]"
110	TRINITY_DN6852_c0_g1_i2	gi|336117058|ref|YP_004571825.1|	1.30E-23	gi|336117058|ref|YP_004571825.1| serine/threonine protein kinase [Microlunatus phosphovorus NM-1]
110	TRINITY_DN8763_c0_g1_i8	gi|430744017|ref|YP_007203146.1|	2.10E-10	gi|430744017|ref|YP_007203146.1| lysophospholipase [Singulisphaera acidiphila DSM 18658]
110	TRINITY_DN3041_c0_g1_i2	gi|262194655|ref|YP_003265864.1|	4.20E-19	gi|262194655|ref|YP_003265864.1| serine/threonine protein kinase with WD40 repeats [Haliangium ochraceum DSM 14365]
110	TRINITY_DN3922_c1_g1_i1	gi|428771133|ref|YP_007162923.1|	1.60E-34	gi|428771133|ref|YP_007162923.1| membrane protease FtsH catalytic subunit [Cyanobacterium aponinum PCC 10605]
110	TRINITY_DN14676_c0_g4_i2	gi|194336180|ref|YP_002017974.1|	4.50E-21	gi|194336180|ref|YP_002017974.1| serine/threonine protein kinase [Pelodictyon phaeoclathratiforme BU-1]
110	TRINITY_DN1689_c0_g1_i6	gi|383457305|ref|YP_005371294.1|	3.10E-70	gi|383457305|ref|YP_005371294.1| enoyl-CoA hydratase [Corallococcus coralloides DSM 2259]
110	TRINITY_DN9772_c0_g1_i2	gi|557694469|ref|YP_008797523.1|	2.40E-38	gi|557694469|ref|YP_008797523.1| protein phosphatase [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN125_c0_g1_i1	gi|374336862|ref|YP_005093549.1|	3.50E-82	gi|374336862|ref|YP_005093549.1| malate dehydrogenase [Oceanimonas sp. GK1]
110	TRINITY_DN31660_c0_g1_i1	gi|428776555|ref|YP_007168342.1|	9.30E-67	gi|428776555|ref|YP_007168342.1| cyclophilin type peptidyl-prolyl cis-trans isomerase [Halothece sp. PCC 7418]
110	TRINITY_DN5158_c0_g1_i1	gi|94969123|ref|YP_591171.1|	3.30E-104	gi|94969123|ref|YP_591171.1| cysteine synthase [Candidatus Koribacter versatilis Ellin345]
110	TRINITY_DN54191_c0_g1_i1	gi|116622793|ref|YP_824949.1|	2.60E-21	gi|116622793|ref|YP_824949.1| serine/threonine protein kinase [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN10002_c0_g1_i5	gi|220926883|ref|YP_002502185.1|	6.90E-38	gi|220926883|ref|YP_002502185.1| hopanoid-associated sugar epimerase [Methylobacterium nodulans ORS 2060]
110	TRINITY_DN2005_c0_g1_i2	gi|15894241|ref|NP_347590.1|	7.50E-16	gi|15894241|ref|NP_347590.1| hypothetical protein CA_C0954 [Clostridium acetobutylicum ATCC 824]
110	TRINITY_DN3638_c0_g1_i1	gi|146304798|ref|YP_001192114.1|	1.30E-73	gi|146304798|ref|YP_001192114.1| replication factor C small subunit [Metallosphaera sedula DSM 5348]
110	TRINITY_DN3023_c0_g1_i2	gi|193211740|ref|YP_001997693.1|	2.30E-25	gi|193211740|ref|YP_001997693.1| alpha/beta hydrolase fold-3 domain-containing protein [Chlorobaculum parvum NCIB 8327]
110	TRINITY_DN10590_c0_g1_i4	gi|23098964|ref|NP_692430.1|	5.30E-14	gi|23098964|ref|NP_692430.1| serine:threonine protein kinase [Oceanobacillus iheyensis HTE831]
110	TRINITY_DN24670_c0_g1_i1	gi|83310704|ref|YP_420968.1|	2.40E-62	gi|83310704|ref|YP_420968.1| SAM-dependent methyltransferase [Magnetospirillum magneticum AMB-1]
110	TRINITY_DN1696_c0_g1_i2	gi|323356789|ref|YP_004223185.1|	1.10E-14	gi|323356789|ref|YP_004223185.1| isopenicillin N synthase [Microbacterium testaceum StLB037]
110	TRINITY_DN2435_c0_g1_i4	gi|108803345|ref|YP_643282.1|	4.30E-24	gi|108803345|ref|YP_643282.1| serine/threonine protein kinase [Rubrobacter xylanophilus DSM 9941]
110	TRINITY_DN33296_c0_g2_i1	gi|116625030|ref|YP_827186.1|	1.30E-23	gi|116625030|ref|YP_827186.1| pyridoxamine 5'-phosphate oxidase-like protein [Candidatus Solibacter usitatus Ellin6076]
110	TRINITY_DN1517_c0_g1_i6	gi|42522915|ref|NP_968295.1|	1.80E-09	gi|42522915|ref|NP_968295.1| RNA-binding protein [Bdellovibrio bacteriovorus HD100]
110	TRINITY_DN516_c0_g1_i3	gi|427722220|ref|YP_007069497.1|	3.90E-17	gi|427722220|ref|YP_007069497.1| small GTP-binding protein [Leptolyngbya sp. PCC 7376]
110	TRINITY_DN8176_c0_g1_i2	gi|257092140|ref|YP_003165781.1|	3.60E-18	gi|257092140|ref|YP_003165781.1| cyclic nucleotide-binding protein [Candidatus Accumulibacter phosphatis clade IIA str. UW-1]
110	TRINITY_DN8570_c0_g1_i5	gi|375145066|ref|YP_005007507.1|	6.30E-23	gi|375145066|ref|YP_005007507.1| alpha/beta hydrolase fold protein [Niastella koreensis GR20-10]
110	TRINITY_DN12246_c0_g1_i3	gi|219848905|ref|YP_002463338.1|	9.40E-19	gi|219848905|ref|YP_002463338.1| PfkB domain-containing protein [Chloroflexus aggregans DSM 9485]
110	TRINITY_DN13806_c0_g1_i1	gi|16079004|ref|NP_389826.1|	1.60E-10	gi|16079004|ref|NP_389826.1| multidrug resistance protein NorM [Bacillus subtilis subsp. subtilis str. 168]
110	TRINITY_DN15193_c0_g1_i2	gi|32476719|ref|NP_869713.1|	5.40E-51	gi|32476719|ref|NP_869713.1| oxidoreductase [Rhodopirellula baltica SH 1]
110	TRINITY_DN1894_c0_g2_i1	gi|387789571|ref|YP_006254636.1|	1.60E-172	gi|387789571|ref|YP_006254636.1| isocitrate dehydrogenase [Solitalea canadensis DSM 3403]
110	TRINITY_DN9772_c0_g1_i1	gi|557694469|ref|YP_008797523.1|	3.40E-37	gi|557694469|ref|YP_008797523.1| protein phosphatase [Candidatus Caldiarchaeum subterraneum]
110	TRINITY_DN282_c0_g1_i4	gi|256397073|ref|YP_003118637.1|	5.00E-97	gi|256397073|ref|YP_003118637.1| malate dehydrogenase [Catenulispora acidiphila DSM 44928]
110	TRINITY_DN35303_c0_g2_i1	gi|404214870|ref|YP_006669065.1|	2.70E-42	gi|404214870|ref|YP_006669065.1| ribulose-5-phosphate-3-epimerase [Gordonia sp. KTR9]
110	TRINITY_DN8960_c0_g1_i2	gi|434393110|ref|YP_007128057.1|	5.50E-11	gi|434393110|ref|YP_007128057.1| tetratricopeptide repeat-containing protein [Gloeocapsa sp. PCC 7428]
110	TRINITY_DN17597_c0_g1_i1	gi|113478357|ref|YP_724418.1|	3.30E-40	gi|113478357|ref|YP_724418.1| hypothetical protein Tery_5033 [Trichodesmium erythraeum IMS101]
110	TRINITY_DN20132_c0_g1_i1	gi|440684664|ref|YP_007159459.1|	3.40E-53	gi|440684664|ref|YP_007159459.1| Cellulase [Anabaena cylindrica PCC 7122]
110	TRINITY_DN2212_c0_g1_i1	gi|297569299|ref|YP_003690643.1|	2.00E-37	gi|297569299|ref|YP_003690643.1| chaperone DnaJ domain protein [Desulfurivibrio alkaliphilus AHT2]
110	TRINITY_DN111_c0_g2_i2	gi|226313252|ref|YP_002773146.1|	1.40E-27	gi|226313252|ref|YP_002773146.1| naringenin-chalcone synthase [Brevibacillus brevis NBRC 100599]
