gene	pfam_id	pfam_evalue	pfam_description
TRINITY_DN10052_c0_g1_i4	M0S799_MUSAM/50-338	1.1e-38	M0S799_MUSAM/50-338 M0S799.1 PF09402.9;MSC;
TRINITY_DN21089_c0_g1_i5	A0A0E0MLC6_ORYPU/61-357	9.3e-147	A0A0E0MLC6_ORYPU/61-357 A0A0E0MLC6.1 PF03372.22;Exo_endo_phos;
TRINITY_DN227_c0_g2_i1	M0T875_MUSAM/12-302	3.9e-153	M0T875_MUSAM/12-302 M0T875.1 PF03151.15;TPT;
TRINITY_DN23668_c0_g1_i2	M0VQZ4_HORVD/8-229	3.5e-08	M0VQZ4_HORVD/8-229 M0VQZ4.1 PF03372.22;Exo_endo_phos;
TRINITY_DN6184_c0_g1_i6	M0SBJ4_MUSAM/26-273	5.4e-94	M0SBJ4_MUSAM/26-273 M0SBJ4.1 PF13561.5;adh_short_C2;
TRINITY_DN6184_c0_g1_i6	M0SBJ4_MUSAM/26-273	3.0e-52	M0SBJ4_MUSAM/26-273 M0SBJ4.1 PF13561.5;adh_short_C2;
TRINITY_DN6911_c0_g1_i1	M0TBB6_MUSAM/424-729	1.1e-70	M0TBB6_MUSAM/424-729 M0TBB6.1 PF03372.22;Exo_endo_phos;
TRINITY_DN7291_c0_g1_i2	M0TE34_MUSAM/305-348	9.1e-17	M0TE34_MUSAM/305-348 M0TE34.1 PF13639.5;zf-RING_2;
TRINITY_DN7658_c0_g1_i1	M0RK22_MUSAM/708-1211	3.8e-148	M0RK22_MUSAM/708-1211 M0RK22.1 PF00118.23;Cpn60_TCP1;
TRINITY_DN9348_c0_g1_i1	M0SEF1_MUSAM/159-330	4.4e-64	M0SEF1_MUSAM/159-330 M0SEF1.1 PF02582.13;DUF155;
TRINITY_DN9969_c0_g1_i1	M0RID0_MUSAM/252-457	2.0e-104	M0RID0_MUSAM/252-457 M0RID0.1 PF01095.18;Pectinesterase;
TRINITY_DN1312_c0_g1_i1	M0RQS4_MUSAM/1-270	1.7e-103	M0RQS4_MUSAM/1-270 M0RQS4.1 PF06217.11;GAGA_bind;
TRINITY_DN13368_c0_g1_i1	M0RV02_MUSAM/357-509	4.3e-75	M0RV02_MUSAM/357-509 M0RV02.1 PF07731.13;Cu-oxidase_2;
TRINITY_DN18072_c0_g1_i5	M0SKZ0_MUSAM/28-95	2.6e-11	M0SKZ0_MUSAM/28-95 M0SKZ0.1 PF04062.13;P21-Arc;
TRINITY_DN24826_c0_g1_i1	M0U9I8_MUSAM/181-277	1.9e-22	M0U9I8_MUSAM/181-277 M0U9I8.1 PF04504.13;DUF573;
TRINITY_DN27658_c0_g1_i3	M0RLI0_MUSAM/193-405	7.0e-86	M0RLI0_MUSAM/193-405 M0RLI0.1 PF04938.11;SIP1;
TRINITY_DN28568_c0_g1_i1	A0A0B2PEZ2_GLYSO/61-288	3.6e-13	A0A0B2PEZ2_GLYSO/61-288 A0A0B2PEZ2.1 PF00078.26;RVT_1;
TRINITY_DN28568_c0_g1_i1	A0A0B2PEZ2_GLYSO/61-288	4.7e-13	A0A0B2PEZ2_GLYSO/61-288 A0A0B2PEZ2.1 PF00078.26;RVT_1;
TRINITY_DN4135_c0_g1_i1	M0TYY1_MUSAM/8-192	2.8e-82	M0TYY1_MUSAM/8-192 M0TYY1.1 PF05562.10;WCOR413;
TRINITY_DN4135_c0_g1_i1	M0TYY1_MUSAM/8-192	1.9e-59	M0TYY1_MUSAM/8-192 M0TYY1.1 PF05562.10;WCOR413;
TRINITY_DN428_c1_g1_i1	A0A0E0Q046_ORYRU/153-211	6.1e-21	A0A0E0Q046_ORYRU/153-211 A0A0E0Q046.1 PF00010.25;HLH;
TRINITY_DN8607_c1_g1_i5	A0A0D9XJH3_9ORYZ/106-161	2.4e-17	A0A0D9XJH3_9ORYZ/106-161 A0A0D9XJH3.1 PF00046.28;Homeobox;
TRINITY_DN1206_c0_g2_i2	A0A0D9ZAA5_9ORYZ/17-353	4.9e-196	A0A0D9ZAA5_9ORYZ/17-353 A0A0D9ZAA5.1 PF03214.12;RGP;
TRINITY_DN18330_c0_g1_i8	G7L9Q6_MEDTR/5-108	3.3e-11	G7L9Q6_MEDTR/5-108 G7L9Q6.1 PF08969.10;USP8_dimer;
TRINITY_DN2026_c0_g1_i2	A0A0D9VDA2_9ORYZ/180-244	7.2e-22	A0A0D9VDA2_9ORYZ/180-244 A0A0D9VDA2.1 PF00013.28;KH_1;
TRINITY_DN21643_c0_g3_i2	A0A067JXC9_JATCU/544-807	4.3e-67	A0A067JXC9_JATCU/544-807 A0A067JXC9.1 PF00069.24;Pkinase;
TRINITY_DN2607_c0_g1_i2	M0RGQ0_MUSAM/91-160	1.8e-28	M0RGQ0_MUSAM/91-160 M0RGQ0.1 PF00076.21;RRM_1;
TRINITY_DN32967_c0_g1_i2	A0A151S5P2_CAJCA/150-386	1.4e-54	A0A151S5P2_CAJCA/150-386 A0A151S5P2.1 PF14291.5;DUF4371;
TRINITY_DN32967_c0_g1_i2	A0A151S5P2_CAJCA/150-386	1.2e-05	A0A151S5P2_CAJCA/150-386 A0A151S5P2.1 PF14291.5;DUF4371;
TRINITY_DN3422_c0_g1_i1	M0TR33_MUSAM/105-382	3.9e-137	M0TR33_MUSAM/105-382 M0TR33.1 PF01008.16;IF-2B;
TRINITY_DN36885_c0_g1_i10	M0SNC5_MUSAM/87-212	1.9e-38	M0SNC5_MUSAM/87-212 M0SNC5.1 PF01648.19;ACPS;
TRINITY_DN766_c0_g1_i3	M0RGX4_MUSAM/138-211	2.0e-24	M0RGX4_MUSAM/138-211 M0RGX4.1 PF00076.21;RRM_1;
TRINITY_DN8291_c0_g1_i2	M0T770_MUSAM/13-221	1.8e-105	M0T770_MUSAM/13-221 M0T770.1 PF13460.5;NAD_binding_10;
TRINITY_DN911_c0_g1_i4	M0T885_MUSAM/4-260	7.9e-138	M0T885_MUSAM/4-260 M0T885.1 PF00069.24;Pkinase;
TRINITY_DN15887_c0_g1_i1	A0A059A1X4_EUCGR/127-321	5.7e-88	A0A059A1X4_EUCGR/127-321 A0A059A1X4.1 PF01545.20;Cation_efflux;
TRINITY_DN15891_c0_g1_i2	A0A0D2TBL3_GOSRA/61-229	1.9e-46	A0A0D2TBL3_GOSRA/61-229 A0A0D2TBL3.1 PF12697.6;Abhydrolase_6;
TRINITY_DN2059_c0_g1_i11	A0A059BEL5_EUCGR/8-176	1.6e-77	A0A059BEL5_EUCGR/8-176 A0A059BEL5.1 PF00071.21;Ras;
TRINITY_DN21439_c0_g2_i2	M0T050_MUSAM/107-303	8.0e-98	M0T050_MUSAM/107-303 M0T050.1 PF04427.17;Brix;
TRINITY_DN22293_c0_g1_i7	M0RY48_MUSAM/16-113	1.8e-20	M0RY48_MUSAM/16-113 M0RY48.1 PF00168.29;C2;
TRINITY_DN4113_c0_g1_i2	M0RL05_MUSAM/84-330	4.9e-55	M0RL05_MUSAM/84-330 M0RL05.1 PF02536.13;mTERF;
TRINITY_DN45_c0_g2_i9	A0A022QGU4_ERYGU/54-249	5.7e-112	A0A022QGU4_ERYGU/54-249 A0A022QGU4.1 PF00149.27;Metallophos;
TRINITY_DN5848_c0_g2_i2	M0RRY1_MUSAM/324-366	4.6e-13	M0RRY1_MUSAM/324-366 M0RRY1.1 PF13920.5;zf-C3HC4_3;
TRINITY_DN8808_c0_g1_i1	A0A061FB78_THECC/3-411	3.4e-165	A0A061FB78_THECC/3-411 A0A061FB78.1 PF00656.21;Peptidase_C14;
TRINITY_DN12287_c0_g1_i1	A0A0D2V218_GOSRA/24-219	1.0e-108	A0A0D2V218_GOSRA/24-219 A0A0D2V218.1 PF00149.27;Metallophos;
TRINITY_DN1265_c0_g1_i1	M0TU80_MUSAM/144-525	1.5e-152	M0TU80_MUSAM/144-525 M0TU80.1 PF00982.20;Glyco_transf_20;
TRINITY_DN13456_c0_g1_i5	M0T4J0_MUSAM/46-326	6.1e-130	M0T4J0_MUSAM/46-326 M0T4J0.1 PF03331.12;LpxC;
TRINITY_DN1772_c0_g1_i3	M0TBS1_MUSAM/166-231	1.2e-21	M0TBS1_MUSAM/166-231 M0TBS1.1 PF00538.18;Linker_histone;
TRINITY_DN35461_c0_g1_i6	M0SKV7_MUSAM/16-134	5.1e-52	M0SKV7_MUSAM/16-134 M0SKV7.1 PF01412.17;ArfGap;
TRINITY_DN3765_c0_g2_i8	S8DNK7_9LAMI/35-135	5.5e-14	S8DNK7_9LAMI/35-135 S8DNK7.1 PF00085.19;Thioredoxin;
TRINITY_DN3765_c0_g2_i8	S8DNK7_9LAMI/35-135	2.3e-12	S8DNK7_9LAMI/35-135 S8DNK7.1 PF00085.19;Thioredoxin;
TRINITY_DN6352_c0_g1_i2	A0A022RNN6_ERYGU/180-206	1.4e-06	A0A022RNN6_ERYGU/180-206 A0A022RNN6.1 PF13912.5;zf-C2H2_6;
TRINITY_DN6892_c0_g1_i5	M8A4I0_TRIUA/119-282	1.9e-75	M8A4I0_TRIUA/119-282 M8A4I0.1 PF03031.17;NIF;
TRINITY_DN9337_c0_g1_i2	M0TUB9_MUSAM/83-260	1.2e-85	M0TUB9_MUSAM/83-260 M0TUB9.1 PF00702.25;Hydrolase;
TRINITY_DN10848_c0_g1_i1	A0A0K9NKA4_ZOSMR/125-182	4.6e-13	A0A0K9NKA4_ZOSMR/125-182 A0A0K9NKA4.1 PF03106.14;WRKY;
TRINITY_DN11605_c0_g2_i1	M0TLX6_MUSAM/33-264	1.3e-60	M0TLX6_MUSAM/33-264 M0TLX6.1 PF00139.18;Lectin_legB;
TRINITY_DN11743_c0_g1_i3	A0A0K9NJE2_ZOSMR/218-258	3.2e-06	A0A0K9NJE2_ZOSMR/218-258 A0A0K9NJE2.1 PF00010.25;HLH;
TRINITY_DN20793_c0_g1_i2	V4L4R1_EUTSA/55-189	4.2e-46	V4L4R1_EUTSA/55-189 V4L4R1.1 PF02536.13;mTERF;
TRINITY_DN8292_c0_g1_i1	M0U722_MUSAM/12-296	6.5e-132	M0U722_MUSAM/12-296 M0U722.1 PF03151.15;TPT;
TRINITY_DN8673_c0_g1_i2	A0A0E0LV39_ORYPU/9-75	1.5e-08	A0A0E0LV39_ORYPU/9-75 A0A0E0LV39.1 PF00403.25;HMA;
TRINITY_DN950_c0_g1_i5	A0A0D3GBN6_9ORYZ/96-209	1.1e-17	A0A0D3GBN6_9ORYZ/96-209 A0A0D3GBN6.1 PF00169.28;PH;
TRINITY_DN950_c0_g1_i5	A0A0D3GBN6_9ORYZ/96-209	5.1e-12	A0A0D3GBN6_9ORYZ/96-209 A0A0D3GBN6.1 PF00169.28;PH;
TRINITY_DN11468_c1_g2_i1	S8D3H3_9LAMI/1-41	2.5e-11	S8D3H3_9LAMI/1-41 S8D3H3.1 PF00010.25;HLH;
TRINITY_DN12505_c0_g1_i1	M0TIH2_MUSAM/582-677	4.8e-42	M0TIH2_MUSAM/582-677 M0TIH2.1 PF03919.14;mRNA_cap_C;
TRINITY_DN13390_c1_g2_i1	A0A061DG45_THECC/239-290	1.1e-19	A0A061DG45_THECC/239-290 A0A061DG45.1 PF00249.30;Myb_DNA-binding;
TRINITY_DN1602_c0_g1_i1	M0TDY0_MUSAM/54-152	8.7e-44	M0TDY0_MUSAM/54-152 M0TDY0.1 PF08551.9;DUF1751;
TRINITY_DN1623_c0_g3_i1	M0TU56_MUSAM/76-396	3.7e-71	M0TU56_MUSAM/76-396 M0TU56.1 PF16363.4;GDP_Man_Dehyd;
TRINITY_DN363_c0_g1_i5	M0X1J2_HORVD/178-305	1.1e-67	M0X1J2_HORVD/178-305 M0X1J2.1 PF10539.8;Dev_Cell_Death;
TRINITY_DN4212_c0_g1_i2	M0SKR6_MUSAM/81-258	8.0e-82	M0SKR6_MUSAM/81-258 M0SKR6.1 PF01595.19;DUF21;
TRINITY_DN4212_c0_g2_i1	M0SKR6_MUSAM/417-523	4.2e-22	M0SKR6_MUSAM/417-523 M0SKR6.1 PF03471.16;CorC_HlyC;
TRINITY_DN8827_c0_g1_i2	M0TYX7_MUSAM/18-254	1.1e-110	M0TYX7_MUSAM/18-254 M0TYX7.1 PF09754.8;PAC2;
TRINITY_DN12096_c0_g4_i1	M0RUT8_MUSAM/112-173	1.2e-13	M0RUT8_MUSAM/112-173 M0RUT8.1 PF13812.5;PPR_3;
TRINITY_DN1265_c0_g1_i3	M0TXS2_MUSAM/34-520	3.1e-211	M0TXS2_MUSAM/34-520 M0TXS2.1 PF00982.20;Glyco_transf_20;
TRINITY_DN1326_c1_g1_i1	M0TI31_MUSAM/13-174	6.8e-57	M0TI31_MUSAM/13-174 M0TI31.1 PF00071.21;Ras;
TRINITY_DN2388_c0_g1_i1	M0TMM7_MUSAM/233-320	2.0e-40	M0TMM7_MUSAM/233-320 M0TMM7.1 PF03088.15;Str_synth;
TRINITY_DN270_c0_g2_i1	A0A059A4U5_EUCGR/11-358	1.2e-173	A0A059A4U5_EUCGR/11-358 A0A059A4U5.1 PF00274.18;Glycolytic;
TRINITY_DN28002_c0_g4_i1	M0T809_MUSAM/40-360	2.8e-143	M0T809_MUSAM/40-360 M0T809.1 PF11955.7;PORR;
TRINITY_DN6521_c0_g2_i2	M0T319_MUSAM/13-276	1.7e-116	M0T319_MUSAM/13-276 M0T319.1 PF01940.15;DUF92;
TRINITY_DN6712_c0_g1_i8	M0RXH4_MUSAM/9-76	5.5e-30	M0RXH4_MUSAM/9-76 M0RXH4.1 PF00076.21;RRM_1;
TRINITY_DN7523_c0_g1_i1	A0A096T2S2_MAIZE/121-348	4.7e-106	A0A096T2S2_MAIZE/121-348 A0A096T2S2.1 PF02485.20;Branch;
TRINITY_DN7555_c0_g1_i4	M1AMF7_SOLTU/151-247	1.2e-48	M1AMF7_SOLTU/151-247 M1AMF7.1 PF10497.8;zf-4CXXC_R1;
TRINITY_DN7710_c0_g1_i1	M0RKL2_MUSAM/191-340	1.3e-71	M0RKL2_MUSAM/191-340 M0RKL2.1 PF00190.21;Cupin_1;
TRINITY_DN11850_c0_g2_i1	A0A096SGY3_MAIZE/65-184	3.0e-52	A0A096SGY3_MAIZE/65-184 A0A096SGY3.1 PF09335.10;SNARE_assoc;
TRINITY_DN13073_c0_g1_i1	M0TG25_MUSAM/116-167	6.7e-20	M0TG25_MUSAM/116-167 M0TG25.1 PF00249.30;Myb_DNA-binding;
TRINITY_DN15535_c0_g1_i5	M0RQV4_MUSAM/81-344	1.9e-131	M0RQV4_MUSAM/81-344 M0RQV4.1 PF12697.6;Abhydrolase_6;
TRINITY_DN17699_c0_g1_i2	M0ST98_MUSAM/62-105	3.2e-14	M0ST98_MUSAM/62-105 M0ST98.1 PF01476.19;LysM;
TRINITY_DN2302_c1_g2_i1	M0TU80_MUSAM/552-787	2.9e-71	M0TU80_MUSAM/552-787 M0TU80.1 PF02358.15;Trehalose_PPase;
TRINITY_DN3111_c1_g1_i1	A0A067G044_CITSI/13-363	2.7e-53	A0A067G044_CITSI/13-363 A0A067G044.1 PF12819.6;Malectin_like;
TRINITY_DN4395_c0_g2_i1	M0TCJ1_MUSAM/2-236	2.9e-124	M0TCJ1_MUSAM/2-236 M0TCJ1.1 PF00483.22;NTP_transferase;
TRINITY_DN6753_c0_g1_i2	I1QXJ8_ORYGL/98-377	4.2e-123	I1QXJ8_ORYGL/98-377 I1QXJ8.1 PF00682.18;HMGL-like;
TRINITY_DN9454_c0_g1_i2	M0SMS2_MUSAM/9-188	8.0e-74	M0SMS2_MUSAM/9-188 M0SMS2.1 PF13419.5;HAD_2;
TRINITY_DN16635_c0_g1_i2	A0A0B2PTG4_GLYSO/14-175	2.3e-52	A0A0B2PTG4_GLYSO/14-175 A0A0B2PTG4.1 PF00071.21;Ras;
TRINITY_DN4781_c0_g1_i1	A0A175YMD4_DAUCA/96-385	4.6e-146	A0A175YMD4_DAUCA/96-385 A0A175YMD4.1 PF03151.15;TPT;
TRINITY_DN6321_c0_g1_i2	M0T7Q9_MUSAM/118-286	1.0e-81	M0T7Q9_MUSAM/118-286 M0T7Q9.1 PF14299.5;PP2;
TRINITY_DN6438_c0_g1_i2	A0A061GJE1_THECC/272-315	2.8e-10	A0A061GJE1_THECC/272-315 A0A061GJE1.1 PF06203.13;CCT;
TRINITY_DN7657_c0_g1_i1	M0TJ44_MUSAM/22-303	1.1e-123	M0TJ44_MUSAM/22-303 M0TJ44.1 PF13839.5;PC-Esterase;
TRINITY_DN8335_c0_g1_i1	M0SV83_MUSAM/29-208	3.8e-92	M0SV83_MUSAM/29-208 M0SV83.1 PF01105.23;EMP24_GP25L;
TRINITY_DN9378_c0_g1_i1	A0A096PRJ9_MAIZE/187-350	2.3e-60	A0A096PRJ9_MAIZE/187-350 A0A096PRJ9.1 PF13847.5;Methyltransf_31;
TRINITY_DN13699_c0_g1_i3	M0UAC0_MUSAM/103-164	2.2e-23	M0UAC0_MUSAM/103-164 M0UAC0.1 PF00046.28;Homeobox;
TRINITY_DN1394_c0_g2_i3	B4F7U2_MAIZE/18-88	3.8e-31	B4F7U2_MAIZE/18-88 B4F7U2.1 PF00076.21;RRM_1;
TRINITY_DN24253_c0_g2_i1	D7T875_VITVI/27-284	2.2e-124	D7T875_VITVI/27-284 D7T875.1 PF00069.24;Pkinase;
TRINITY_DN3806_c0_g1_i2	I1H294_BRADI/83-494	3.8e-39	I1H294_BRADI/83-494 I1H294.1 PF01603.19;B56;
TRINITY_DN685_c0_g2_i1	M0SMK8_MUSAM/4-303	1.8e-142	M0SMK8_MUSAM/4-303 M0SMK8.1 PF03151.15;TPT;
TRINITY_DN7993_c0_g1_i1	M0TVJ9_MUSAM/234-356	4.7e-58	M0TVJ9_MUSAM/234-356 M0TVJ9.1 PF01926.22;MMR_HSR1;
TRINITY_DN8287_c0_g1_i6	A0A067LBU9_JATCU/226-488	1.6e-58	A0A067LBU9_JATCU/226-488 A0A067LBU9.1 PF01075.16;Glyco_transf_9;
TRINITY_DN8348_c0_g1_i2	M0SHW9_MUSAM/57-140	1.3e-36	M0SHW9_MUSAM/57-140 M0SHW9.1 PF16561.4;AMPK1_CBM;
TRINITY_DN9003_c0_g1_i4	M0SUN1_MUSAM/18-90	1.5e-27	M0SUN1_MUSAM/18-90 M0SUN1.1 PF04564.14;U-box;
TRINITY_DN957_c0_g1_i2	K4CDF5_SOLLC/15-259	1.9e-75	K4CDF5_SOLLC/15-259 K4CDF5.1 PF03114.17;BAR;
TRINITY_DN12493_c0_g3_i1	M0RTG7_MUSAM/105-230	2.9e-55	M0RTG7_MUSAM/105-230 M0RTG7.1 PF00828.18;Ribosomal_L27A;
TRINITY_DN1630_c0_g1_i4	M0T6V2_MUSAM/7-99	5.1e-44	M0T6V2_MUSAM/7-99 M0T6V2.1 PF05670.12;DUF814;
TRINITY_DN17880_c0_g1_i3	M0T8G5_MUSAM/774-879	8.1e-34	M0T8G5_MUSAM/774-879 M0T8G5.1 PF03168.12;LEA_2;
TRINITY_DN200_c0_g2_i1	M0SD40_MUSAM/12-155	6.6e-68	M0SD40_MUSAM/12-155 M0SD40.1 PF00892.19;EamA;
TRINITY_DN8069_c0_g1_i1	I1H6V1_BRADI/173-292	1.4e-46	I1H6V1_BRADI/173-292 I1H6V1.1 PF04641.11;Rtf2;
TRINITY_DN854_c0_g1_i4	M0S2A3_MUSAM/152-223	1.3e-31	M0S2A3_MUSAM/152-223 M0S2A3.1 PF03719.14;Ribosomal_S5_C;
TRINITY_DN1006_c0_g1_i2	M0ST62_MUSAM/76-404	2.8e-74	M0ST62_MUSAM/76-404 M0ST62.1 PF06273.10;eIF-4B;
TRINITY_DN12160_c0_g1_i1	A0A194YHF2_SORBI/277-321	1.6e-18	A0A194YHF2_SORBI/277-321 A0A194YHF2.1 PF13639.5;zf-RING_2;
TRINITY_DN21162_c1_g1_i2	A0A166E191_DAUCA/105-257	9.2e-62	A0A166E191_DAUCA/105-257 A0A166E191.1 PF00293.27;NUDIX;
TRINITY_DN21162_c1_g1_i2	A0A166E191_DAUCA/105-257	8.7e-20	A0A166E191_DAUCA/105-257 A0A166E191.1 PF00293.27;NUDIX;
TRINITY_DN31650_c0_g1_i1	M0T415_MUSAM/17-104	7.3e-35	M0T415_MUSAM/17-104 M0T415.1 PF13837.5;Myb_DNA-bind_4;
TRINITY_DN6747_c0_g2_i3	A0A022QU47_ERYGU/2-304	1.0e-76	A0A022QU47_ERYGU/2-304 A0A022QU47.1 PF04142.14;Nuc_sug_transp;
TRINITY_DN7544_c0_g1_i6	M0SV15_MUSAM/13-525	7.5e-56	M0SV15_MUSAM/13-525 M0SV15.1 PF00899.20;ThiF;
TRINITY_DN7585_c0_g1_i1	M0T6J4_MUSAM/4-260	2.0e-125	M0T6J4_MUSAM/4-260 M0T6J4.1 PF00069.24;Pkinase;
TRINITY_DN16457_c0_g2_i1	M0SQD8_MUSAM/795-861	1.9e-19	M0SQD8_MUSAM/795-861 M0SQD8.1 PF12861.6;zf-ANAPC11;
TRINITY_DN19434_c0_g3_i1	M0TMN7_MUSAM/221-467	1.8e-86	M0TMN7_MUSAM/221-467 M0TMN7.1 PF03000.13;NPH3;
TRINITY_DN288_c0_g3_i4	A0A067L754_JATCU/136-247	3.1e-49	A0A067L754_JATCU/136-247 A0A067L754.1 PF01245.19;Ribosomal_L19;
TRINITY_DN3309_c1_g2_i1	M0TP54_MUSAM/24-602	1.7e-95	M0TP54_MUSAM/24-602 M0TP54.1 PF02705.15;K_trans;
TRINITY_DN5946_c1_g1_i5	M0S263_MUSAM/132-423	7.8e-69	M0S263_MUSAM/132-423 M0S263.1 PF10225.8;NEMP;
TRINITY_DN1205_c1_g3_i2	M0SRJ4_MUSAM/82-195	1.2e-48	M0SRJ4_MUSAM/82-195 M0SRJ4.1 PF00635.25;Motile_Sperm;
TRINITY_DN16536_c1_g1_i1	A0A061EM46_THECC/225-281	1.6e-10	A0A061EM46_THECC/225-281 A0A061EM46.1 PF06886.10;TPX2;
TRINITY_DN20120_c0_g1_i4	M0RQW8_MUSAM/167-251	3.0e-36	M0RQW8_MUSAM/167-251 M0RQW8.1 PF00707.21;IF3_C;
TRINITY_DN2014_c0_g1_i3	K4BCD7_SOLLC/25-275	1.6e-85	K4BCD7_SOLLC/25-275 K4BCD7.1 PF01151.17;ELO;
TRINITY_DN363_c0_g1_i1	M0X1J2_HORVD/178-305	1.9e-67	M0X1J2_HORVD/178-305 M0X1J2.1 PF10539.8;Dev_Cell_Death;
TRINITY_DN6833_c0_g1_i1	M0RGB1_MUSAM/76-273	2.3e-89	M0RGB1_MUSAM/76-273 M0RGB1.1 PF04755.11;PAP_fibrillin;
TRINITY_DN12484_c0_g2_i1	M0RM71_MUSAM/6-63	1.1e-22	M0RM71_MUSAM/6-63 M0RM71.1 PF05641.11;Agenet;
TRINITY_DN1328_c0_g1_i2	M0S7F8_MUSAM/19-114	2.0e-48	M0S7F8_MUSAM/19-114 M0S7F8.1 PF08241.11;Methyltransf_11;
TRINITY_DN53_c0_g1_i4	M0TJF3_MUSAM/92-173	5.4e-22	M0TJF3_MUSAM/92-173 M0TJF3.1 PF12752.6;SUZ;
TRINITY_DN6416_c0_g2_i1	M0THX6_MUSAM/100-260	7.5e-72	M0THX6_MUSAM/100-260 M0THX6.1 PF07800.11;DUF1644;
TRINITY_DN13805_c1_g1_i1	M0SDJ9_MUSAM/527-801	1.0e-84	M0SDJ9_MUSAM/527-801 M0SDJ9.1 PF00069.24;Pkinase;
TRINITY_DN17771_c0_g2_i2	M0SHU0_MUSAM/36-462	5.7e-88	M0SHU0_MUSAM/36-462 M0SHU0.1 PF00450.21;Peptidase_S10;
TRINITY_DN19822_c0_g1_i7	M0SE07_MUSAM/116-275	1.0e-81	M0SE07_MUSAM/116-275 M0SE07.1 PF14299.5;PP2;
TRINITY_DN6359_c0_g1_i16	A0A1B6PBG1_SORBI/59-176	6.6e-36	A0A1B6PBG1_SORBI/59-176 A0A1B6PBG1.1 PF01909.22;NTP_transf_2;
TRINITY_DN7773_c0_g2_i1	A0A0D2UB95_GOSRA/8-170	1.1e-75	A0A0D2UB95_GOSRA/8-170 A0A0D2UB95.1 PF01738.17;DLH;
TRINITY_DN7890_c0_g1_i8	K4BMC0_SOLLC/91-259	1.1e-49	K4BMC0_SOLLC/91-259 K4BMC0.1 PF03372.22;Exo_endo_phos;
TRINITY_DN8093_c0_g1_i3	M0SXK5_MUSAM/66-160	3.7e-39	M0SXK5_MUSAM/66-160 M0SXK5.1 PF02225.21;PA;
TRINITY_DN10667_c0_g1_i1	A0A0J8D1N5_BETVU/217-475	1.5e-27	A0A0J8D1N5_BETVU/217-475 A0A0J8D1N5.1 PF10477.8;EIF4E-T;
TRINITY_DN12178_c0_g1_i2	M0RPN5_MUSAM/1-385	3.4e-109	M0RPN5_MUSAM/1-385 M0RPN5.1 PF02458.14;Transferase;
TRINITY_DN17476_c0_g1_i2	A0A0K9RA82_SPIOL/185-241	4.6e-21	A0A0K9RA82_SPIOL/185-241 A0A0K9RA82.1 PF03106.14;WRKY;
TRINITY_DN1852_c0_g1_i9	M0U880_MUSAM/179-345	3.7e-79	M0U880_MUSAM/179-345 M0U880.1 PF02866.17;Ldh_1_C;
TRINITY_DN21560_c0_g1_i2	A0A067JAX3_JATCU/63-127	1.9e-19	A0A067JAX3_JATCU/63-127 A0A067JAX3.1 PF13812.5;PPR_3;
TRINITY_DN2505_c0_g1_i9	A0A0K9Q005_ZOSMR/151-255	8.4e-15	A0A0K9Q005_ZOSMR/151-255 A0A0K9Q005.1 PF00175.20;NAD_binding_1;
TRINITY_DN2505_c0_g1_i9	A0A0K9Q005_ZOSMR/151-255	7.6e-08	A0A0K9Q005_ZOSMR/151-255 A0A0K9Q005.1 PF00175.20;NAD_binding_1;
TRINITY_DN28741_c1_g1_i1	A0A067EDX2_CITSI/90-412	5.5e-115	A0A067EDX2_CITSI/90-412 A0A067EDX2.1 PF01603.19;B56;
TRINITY_DN1312_c0_g1_i4	M0RQS4_MUSAM/1-270	1.2e-85	M0RQS4_MUSAM/1-270 M0RQS4.1 PF06217.11;GAGA_bind;
TRINITY_DN18885_c0_g1_i4	B9RUZ9_RICCO/36-254	2.2e-63	B9RUZ9_RICCO/36-254 B9RUZ9.1 PF02167.14;Cytochrom_C1;
TRINITY_DN18885_c0_g1_i4	B9RUZ9_RICCO/36-254	7.8e-21	B9RUZ9_RICCO/36-254 B9RUZ9.1 PF02167.14;Cytochrom_C1;
TRINITY_DN23790_c0_g2_i12	M0RJS4_MUSAM/12-367	1.7e-12	M0RJS4_MUSAM/12-367 M0RJS4.1 PF05282.10;AAR2;
TRINITY_DN40251_c0_g1_i6	M0RHI8_MUSAM/30-136	1.2e-29	M0RHI8_MUSAM/30-136 M0RHI8.1 PF13837.5;Myb_DNA-bind_4;
TRINITY_DN445_c0_g1_i4	M0T4K4_MUSAM/1-61	4.4e-24	M0T4K4_MUSAM/1-61 M0T4K4.1 PF00403.25;HMA;
TRINITY_DN6329_c0_g1_i10	M0RLA2_MUSAM/165-309	3.5e-37	M0RLA2_MUSAM/165-309 M0RLA2.1 PF01694.21;Rhomboid;
TRINITY_DN6329_c0_g1_i10	M0RLA2_MUSAM/165-309	5.6e-19	M0RLA2_MUSAM/165-309 M0RLA2.1 PF01694.21;Rhomboid;
TRINITY_DN6534_c0_g1_i4	A0A067JF33_JATCU/25-486	3.2e-123	A0A067JF33_JATCU/25-486 A0A067JF33.1 PF00083.23;Sugar_tr;
TRINITY_DN8158_c0_g2_i1	C1DZQ2_MICCC/181-314	6.8e-65	C1DZQ2_MICCC/181-314 C1DZQ2.1 PF00004.28;AAA;
TRINITY_DN8730_c0_g1_i7	M0SIX3_MUSAM/26-209	2.6e-85	M0SIX3_MUSAM/26-209 M0SIX3.1 PF01195.18;Pept_tRNA_hydro;
