gene	kegg_id	kegg_evalue	kegg_description
TRINITY_DN9148_c0_g3_i1	pvu:PHAVU_007G223700g	4.3e-168	pvu:PHAVU_007G223700g hypothetical protein; K00222 delta14-sterol reductase [EC:1.3.1.70]
TRINITY_DN13595_c0_g1_i3	sita:101776914	3.0e-76	sita:101776914 developmentally-regulated G-protein 2; K06944 uncharacterized protein
TRINITY_DN15063_c0_g2_i1	mus:103996642	1.0e-201	mus:103996642 uncharacterized protein LOC103996642; K17592 sacsin
TRINITY_DN1923_c0_g1_i3	mus:103993956	1.8e-129	mus:103993956 uncharacterized protein LOC103993956; K03787 5'-nucleotidase [EC:3.1.3.5]
TRINITY_DN27825_c0_g1_i5	egu:105045760	9.0e-166	egu:105045760 glucuronokinase 1; K16190 glucuronokinase [EC:2.7.1.43]
TRINITY_DN5231_c0_g3_i3	mus:103973734	5.8e-56	mus:103973734 serine/arginine-rich splicing factor RSZ21A-like; K12896 splicing factor, arginine/serine-rich 7
TRINITY_DN6549_c0_g1_i13	mus:103977111	5.6e-67	mus:103977111 probable inorganic phosphate transporter 1-8; K08176 MFS transporter, PHS family, inorganic phosphate transporter
TRINITY_DN9213_c0_g3_i1	mus:103993202	1.5e-176	mus:103993202 ataxin-10; K19323 ataxin-10
TRINITY_DN1687_c0_g1_i4	pmum:103329149	6.5e-15	pmum:103329149 uncharacterized LOC103329149; K19307 25S rRNA (uracil2634-N3)-methyltransferase [EC:2.1.1.313]
TRINITY_DN16980_c0_g1_i6	pda:103720922	3.0e-137	pda:103720922 probable serine/threonine-protein kinase NAK; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN1698_c0_g3_i7	mus:103968793	3.1e-65	mus:103968793 cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like; K06966 uncharacterized protein
TRINITY_DN1698_c0_g3_i7	mus:103968793	9.0e-33	mus:103968793 cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG1-like; K06966 uncharacterized protein
TRINITY_DN19201_c0_g2_i1	mus:103969320	3.9e-52	mus:103969320 60S ribosomal protein L35-like; K02918 large subunit ribosomal protein L35e
TRINITY_DN3408_c0_g1_i5	mus:103984458	6.6e-169	mus:103984458 serine/threonine-protein kinase SAPK3-like; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
TRINITY_DN375_c0_g1_i1	mus:104000026	4.0e-89	mus:104000026 probable NOT transcription complex subunit VIP2 isoform X1; K12605 CCR4-NOT transcription complex subunit 2
TRINITY_DN375_c0_g1_i1	mus:104000026	1.5e-27	mus:104000026 probable NOT transcription complex subunit VIP2 isoform X1; K12605 CCR4-NOT transcription complex subunit 2
TRINITY_DN11027_c0_g1_i3	mus:103993340	1.1e-174	mus:103993340 CMP-sialic acid transporter 4; K15272 solute carrier family 35 (UDP-sugar transporter), member A1/2/3
TRINITY_DN14070_c0_g1_i1	mus:103968666	3.5e-109	mus:103968666 cyclin-D4-1-like; K18810 cyclin D1/2/4, plant
TRINITY_DN3781_c0_g1_i3	sita:101772490	1.3e-63	sita:101772490 ras-related protein RGP1; K07904 Ras-related protein Rab-11A
TRINITY_DN3781_c0_g1_i3	sita:101772490	1.3e-28	sita:101772490 ras-related protein RGP1; K07904 Ras-related protein Rab-11A
TRINITY_DN3833_c0_g2_i1	osa:4331656	1.9e-30	osa:4331656 Os03g0153400; K02426 cysteine desulfuration protein SufE
TRINITY_DN5214_c0_g2_i1	mis:MICPUN_78621	2.9e-07	mis:MICPUN_78621 hypothetical protein; K08762 diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
TRINITY_DN8200_c0_g1_i5	mus:103989561	1.3e-100	mus:103989561 single myb histone 6-like; K09422 myb proto-oncogene protein, plant
TRINITY_DN9418_c0_g1_i3	mus:103976300	6.8e-73	mus:103976300 heat stress transcription factor B-2b-like; K09419 heat shock transcription factor, other eukaryote
TRINITY_DN10086_c0_g1_i1	crb:CARUB_v10012467mg	7.6e-56	crb:CARUB_v10012467mg hypothetical protein; K19619 tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]
TRINITY_DN10464_c0_g1_i1	mus:103981231	3.4e-80	mus:103981231 LETM1 and EF-hand domain-containing protein 1, mitochondrial-like; K17800 LETM1 and EF-hand domain-containing protein 1, mitochondrial
TRINITY_DN1724_c0_g2_i1	osa:4351664	5.1e-12	osa:4351664 Os12g0178200; K00434 L-ascorbate peroxidase [EC:1.11.1.11]
TRINITY_DN31345_c0_g1_i1	aly:ARALYDRAFT_488429	1.7e-07	aly:ARALYDRAFT_488429 hypothetical protein; K12135 zinc finger protein CONSTANS
TRINITY_DN4496_c0_g1_i3	egu:105039834	8.9e-57	egu:105039834 DNA-directed RNA polymerase III subunit RPC4-like; K03026 DNA-directed RNA polymerase III subunit RPC4
TRINITY_DN5917_c1_g1_i4	mus:103990418	4.3e-51	mus:103990418 homeobox-leucine zipper protein HAT4-like isoform X1; K09338 homeobox-leucine zipper protein
TRINITY_DN5917_c1_g1_i4	mus:103990418	1.9e-30	mus:103990418 homeobox-leucine zipper protein HAT4-like isoform X1; K09338 homeobox-leucine zipper protein
TRINITY_DN8497_c0_g1_i1	mus:103987442	1.3e-156	mus:103987442 SEC12-like protein 2; K14003 prolactin regulatory element-binding protein
TRINITY_DN9896_c0_g1_i4	mus:103971621	7.6e-149	mus:103971621 acetylglutamate kinase, chloroplastic; K00930 acetylglutamate kinase [EC:2.7.2.8]
TRINITY_DN10495_c0_g1_i3	mus:103988546	3.3e-192	mus:103988546 3-isopropylmalate dehydrogenase 2, chloroplastic-like; K00052 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
TRINITY_DN10699_c0_g1_i1	cre:CHLREDRAFT_165812	9.3e-14	cre:CHLREDRAFT_165812 hypothetical protein; K08869 aarF domain-containing kinase
TRINITY_DN11024_c0_g2_i2	bdi:100830606	1.4e-09	bdi:100830606 NADH--cytochrome b5 reductase 1; K00326 cytochrome-b5 reductase [EC:1.6.2.2]
TRINITY_DN12370_c0_g1_i2	tcc:TCM_011985	4.2e-06	tcc:TCM_011985 DNA glycosylase superfamily protein isoform 1; K10773 endonuclease III [EC:4.2.99.18]
TRINITY_DN3923_c0_g1_i4	mus:103984834	5.6e-184	mus:103984834 sterol 3-beta-glucosyltransferase UGT80A2-like; K05841 sterol 3beta-glucosyltransferase [EC:2.4.1.173]
TRINITY_DN8479_c0_g1_i3	mus:103990475	3.2e-70	mus:103990475 DNA topoisomerase 1-like isoform X1; K03163 DNA topoisomerase I [EC:5.99.1.2]
TRINITY_DN949_c0_g1_i1	mus:103983188	1.5e-160	mus:103983188 dnaJ homolog 1, mitochondrial-like; K03686 molecular chaperone DnaJ
TRINITY_DN9974_c0_g1_i7	egr:104437994	3.5e-138	egr:104437994 serine/threonine-protein kinase At5g01020-like; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN21089_c0_g1_i5	cmo:103486961	9.0e-33	cmo:103486961 apurinic endonuclease-redox protein; K01142 exodeoxyribonuclease III [EC:3.1.11.2]
TRINITY_DN227_c0_g2_i1	crb:CARUB_v10010023mg	3.1e-126	crb:CARUB_v10010023mg hypothetical protein; K15285 solute carrier family 35, member E3
TRINITY_DN23668_c0_g1_i2	gmx:100781932	5.8e-16	gmx:100781932 uncharacterized LOC100781932; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN23668_c0_g1_i2	gmx:100781932	5.3e-09	gmx:100781932 uncharacterized LOC100781932; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN6184_c0_g1_i6	mus:103979970	4.2e-99	mus:103979970 hydroxysteroid dehydrogenase-like protein 2 isoform X1; K02934 large subunit ribosomal protein L6e
TRINITY_DN6184_c0_g1_i6	mus:103979970	1.7e-52	mus:103979970 hydroxysteroid dehydrogenase-like protein 2 isoform X1; K02934 large subunit ribosomal protein L6e
TRINITY_DN6911_c0_g1_i1	mus:103998928	3.4e-197	mus:103998928 carbon catabolite repressor protein 4 homolog 1-like; K12603 CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
TRINITY_DN7291_c0_g1_i2	egu:105053331	3.3e-128	egu:105053331 uncharacterized LOC105053331; K13148 integrator complex subunit 11 [EC:3.1.27.-]
TRINITY_DN7658_c0_g1_i1	pda:103720995	7.2e-83	pda:103720995 ruBisCO large subunit-binding protein subunit beta, chloroplastic; K04077 chaperonin GroEL
TRINITY_DN9969_c0_g1_i1	zma:100280285	1.0e-97	zma:100280285 pectinesterase; K01051 pectinesterase [EC:3.1.1.11]
TRINITY_DN13368_c0_g1_i1	mus:103990211	1.8e-211	mus:103990211 laccase-22-like; K05909 laccase [EC:1.10.3.2]
TRINITY_DN18072_c0_g1_i5	rcu:RCOM_0003500	8.7e-12	rcu:RCOM_0003500 ARP2/3 complex 21 kDa subunit, putative; K05756 actin related protein 2/3 complex, subunit 3
TRINITY_DN27658_c0_g1_i3	mus:103969256	5.6e-136	mus:103969256 uncharacterized protein LOC103969256; K13130 survival of motor neuron protein-interacting protein 1
TRINITY_DN28568_c0_g1_i1	sot:102588978	2.5e-11	sot:102588978 probable protein phosphatase 2C 75-like; K14497 protein phosphatase 2C [EC:3.1.3.16]
TRINITY_DN428_c1_g1_i1	pop:POPTR_0002s10030g	2.4e-22	pop:POPTR_0002s10030g hypothetical protein; K11253 histone H3
TRINITY_DN8607_c1_g1_i5	mus:103991448	1.9e-62	mus:103991448 homeobox-leucine zipper protein HOX21-like; K09338 homeobox-leucine zipper protein
TRINITY_DN1206_c0_g2_i2	egu:105057156	6.1e-207	egu:105057156 UDP-arabinopyranose mutase 1; K13379 reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]
TRINITY_DN18330_c0_g1_i8	mtr:MTR_8g104310	1.8e-12	mtr:MTR_8g104310 AMSH-like protease; K11866 STAM-binding protein [EC:3.4.19.12]
TRINITY_DN2026_c0_g1_i2	gmx:102661410	1.1e-09	gmx:102661410 UTP--glucose-1-phosphate uridylyltransferase-like; K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
TRINITY_DN21643_c0_g3_i2	mdm:103416216	9.5e-67	mdm:103416216 U-box domain-containing protein 33-like; K04733 interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]
TRINITY_DN2607_c0_g1_i2	cam:105852200	2.4e-102	cam:105852200 polyadenylate-binding protein RBP45-like; K03231 elongation factor 1-alpha
TRINITY_DN32967_c0_g1_i2	mtr:MTR_4g113620	6.9e-17	mtr:MTR_4g113620 GTP-binding nuclear protein Ran-A1; K07936 GTP-binding nuclear protein Ran
TRINITY_DN3422_c0_g1_i1	mus:103994769	1.7e-169	mus:103994769 translation initiation factor eIF-2B subunit alpha; K03239 translation initiation factor eIF-2B subunit alpha
TRINITY_DN36885_c0_g1_i10	mus:103981281	5.1e-121	mus:103981281 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase isoform X1; K06133 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
TRINITY_DN766_c0_g1_i3	mus:103971374	2.0e-69	mus:103971374 nucleolin 2-like isoform X1; K11294 nucleolin
TRINITY_DN8291_c0_g1_i2	obr:102708813	7.2e-06	obr:102708813 probable histone acetyltransferase HAC-like 2-like; K04498 E1A/CREB-binding protein [EC:2.3.1.48]
TRINITY_DN911_c0_g1_i4	mus:103988165	3.3e-168	mus:103988165 serine/threonine-protein kinase SAPK7-like; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
TRINITY_DN15887_c0_g1_i1	mtr:MTR_3g082050	6.0e-13	mtr:MTR_3g082050 Zinc transporter; K14709 solute carrier family 39 (zinc transporter), member 1/2/3
TRINITY_DN15891_c0_g1_i2	mus:103970093	3.6e-74	mus:103970093 maspardin; K19367 maspardin
TRINITY_DN2059_c0_g1_i11	mus:103992110	5.0e-84	mus:103992110 rac-like GTP-binding protein 5; K04392 Ras-related C3 botulinum toxin substrate 1
TRINITY_DN21439_c0_g2_i2	mus:103972053	5.1e-153	mus:103972053 ribosome production factor 2 homolog; K14847 ribosome production factor 2
TRINITY_DN22293_c0_g1_i7	zma:100283383	8.4e-23	zma:100283383 cl51040_1(364); LOC100283383; K12486 stromal membrane-associated protein
TRINITY_DN4113_c0_g1_i2	mus:103969082	2.4e-94	mus:103969082 uncharacterized protein LOC103969082; K15032 mTERF domain-containing protein, mitochondrial
TRINITY_DN45_c0_g2_i9	mus:103983011	1.2e-183	mus:103983011 serine/threonine-protein phosphatase PP2A-2 catalytic subunit; K04382 serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]
TRINITY_DN5848_c0_g2_i2	mus:103987439	4.8e-135	mus:103987439 probable BOI-related E3 ubiquitin-protein ligase 3; K19042 E3 ubiquitin-protein ligase BOI and related proteins [EC:2.3.2.27]
TRINITY_DN8808_c0_g1_i1	sita:101766449	6.0e-13	sita:101766449 glutamate-rich WD repeat-containing protein 1-like; K14848 ribosome assembly protein RRB1
TRINITY_DN12287_c0_g1_i1	egu:105039499	1.2e-178	egu:105039499 serine/threonine-protein phosphatase PP-X isozyme 2; K15423 serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]
TRINITY_DN1265_c0_g1_i1	mus:103996085	6.4e-265	mus:103996085 probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7; K16055 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
TRINITY_DN13456_c0_g1_i5	mus:103987077	9.6e-144	mus:103987077 probable UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase 2; K02535 UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
TRINITY_DN1772_c0_g1_i3	mus:103975666	1.0e-89	mus:103975666 single myb histone 6-like; K09422 myb proto-oncogene protein, plant
TRINITY_DN35461_c0_g1_i6	mus:103980136	4.2e-139	mus:103980136 ADP-ribosylation factor GTPase-activating protein AGD12-like; K12486 stromal membrane-associated protein
TRINITY_DN6892_c0_g1_i5	mus:103999653	6.3e-196	mus:103999653 RNA polymerase II C-terminal domain phosphatase-like 2; K18998 RNA polymerase II C-terminal domain phosphatase-like 1/2 [EC:3.1.3.16]
TRINITY_DN7838_c0_g1_i6	mus:103994723	1.0e-105	mus:103994723 phosphatidylinositol 4-kinase beta 1; K00888 phosphatidylinositol 4-kinase [EC:2.7.1.67]
TRINITY_DN9337_c0_g1_i2	mus:103996052	1.4e-123	mus:103996052 phosphoserine phosphatase, chloroplastic-like isoform X1; K01079 phosphoserine phosphatase [EC:3.1.3.3]
TRINITY_DN10848_c0_g1_i1	cmo:103493141	6.5e-07	cmo:103493141 probable WRKY transcription factor 29; K13425 WRKY transcription factor 22
TRINITY_DN11743_c0_g1_i3	fve:101301142	2.5e-11	fve:101301142 uncharacterized LOC101301142; K05765 cofilin
TRINITY_DN8292_c0_g1_i1	mus:103973342	2.8e-159	mus:103973342 UDP-galactose transporter 2-like; K15285 solute carrier family 35, member E3
TRINITY_DN950_c0_g1_i5	pda:103709541	1.5e-59	pda:103709541 uncharacterized LOC103709541; K00940 nucleoside-diphosphate kinase [EC:2.7.4.6]
TRINITY_DN950_c0_g1_i5	pda:103709541	3.4e-08	pda:103709541 uncharacterized LOC103709541; K00940 nucleoside-diphosphate kinase [EC:2.7.4.6]
TRINITY_DN11468_c1_g2_i1	fve:101301142	2.9e-15	fve:101301142 uncharacterized LOC101301142; K05765 cofilin
TRINITY_DN12505_c0_g1_i1	mus:103992112	2.2e-95	mus:103992112 mRNA-capping enzyme; K13917 mRNA-capping enzyme [EC:2.7.7.50 3.6.1.-]
TRINITY_DN13390_c1_g2_i1	pvu:PHAVU_009G194200g	3.9e-12	pvu:PHAVU_009G194200g hypothetical protein; K14491 two-component response regulator ARR-B family
TRINITY_DN1623_c0_g3_i1	egu:105042572	5.5e-83	egu:105042572 UDP-glucose 4-epimerase GEPI48-like; K01784 UDP-glucose 4-epimerase [EC:5.1.3.2]
TRINITY_DN363_c0_g1_i5	sly:101268156	2.6e-24	sly:101268156 kelch-like protein 5; K10442 kelch-like protein 1/4/5
TRINITY_DN4212_c0_g1_i2	cme:CYME_CMT109C	6.9e-09	cme:CYME_CMT109C similar to cyclin M2; K16302 metal transporter CNNM
TRINITY_DN8827_c0_g1_i2	mus:103997343	4.5e-133	mus:103997343 proteasome assembly chaperone 2; K11876 proteasome assembly chaperone 2
TRINITY_DN1265_c0_g1_i3	mus:103997029	3.2e-264	mus:103997029 probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7; K16055 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
TRINITY_DN1326_c1_g1_i1	obr:102709418	4.5e-61	obr:102709418 ras-related protein RABF2b-like; K07889 Ras-related protein Rab-5C
TRINITY_DN2388_c0_g1_i1	aly:ARALYDRAFT_476540	3.7e-47	aly:ARALYDRAFT_476540 hypothetical protein; K01757 strictosidine synthase [EC:4.3.3.2]
TRINITY_DN270_c0_g2_i1	mus:103993470	4.5e-194	mus:103993470 fructose-bisphosphate aldolase cytoplasmic isozyme-like; K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
TRINITY_DN6712_c0_g1_i8	mus:103996287	3.1e-94	mus:103996287 serine/arginine-rich splicing factor SR34A-like; K12890 splicing factor, arginine/serine-rich 1/9
TRINITY_DN7523_c0_g1_i1	brp:103847542	6.6e-137	brp:103847542 clathrin interactor EPSIN 1; K12471 epsin
TRINITY_DN13073_c0_g1_i1	mus:103984394	4.6e-13	mus:103984394 uncharacterized protein LOC103984394; K14317 nuclear pore complex protein Nup214
TRINITY_DN2302_c1_g2_i1	mus:103997029	1.3e-79	mus:103997029 probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7; K16055 trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
TRINITY_DN3111_c1_g1_i1	egr:104420356	6.0e-29	egr:104420356 probable receptor-like protein kinase At5g24010; K04730 interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]
TRINITY_DN4395_c0_g2_i1	mus:103990176	1.5e-181	mus:103990176 probable mannose-1-phosphate guanylyltransferase 3; K00966 mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
TRINITY_DN6753_c0_g1_i2	mus:103993423	1.8e-142	mus:103993423 2-isopropylmalate synthase A-like; K01649 2-isopropylmalate synthase [EC:2.3.3.13]
TRINITY_DN9454_c0_g1_i2	sbi:SORBI_03g035060	2.2e-95	sbi:SORBI_03g035060 SORBIDRAFT_03g035060, Sb03g035060; hypothetical protein; K17623 pseudouridine-5'-monophosphatase [EC:3.1.3.-]
TRINITY_DN16635_c0_g1_i2	mus:103988133	1.9e-67	mus:103988133 ras-related protein RABA2a-like; K07904 Ras-related protein Rab-11A
TRINITY_DN4781_c0_g1_i1	mus:103982085	2.4e-163	mus:103982085 glucose-6-phosphate/phosphate translocator 2, chloroplastic-like; K15283 solute carrier family 35, member E1
TRINITY_DN6438_c0_g1_i2	aly:ARALYDRAFT_488429	3.2e-22	aly:ARALYDRAFT_488429 hypothetical protein; K12135 zinc finger protein CONSTANS
TRINITY_DN8335_c0_g1_i1	ppp:PHYPADRAFT_148040	2.4e-30	ppp:PHYPADRAFT_148040 hypothetical protein; K14825 protein ERP2
TRINITY_DN9378_c0_g1_i1	mus:103983736	1.6e-143	mus:103983736 hemK methyltransferase family member 1; K02493 release factor glutamine methyltransferase [EC:2.1.1.297]
TRINITY_DN13699_c0_g1_i3	mdm:103400993	1.2e-34	mdm:103400993 WUSCHEL-related homeobox 8; K18490 homeobox protein OTX2
TRINITY_DN1394_c0_g2_i3	mus:103984005	7.2e-59	mus:103984005 serine/arginine-rich splicing factor SC35-like isoform X1; K12891 splicing factor, arginine/serine-rich 2
TRINITY_DN24253_c0_g2_i1	mus:103990410	7.0e-155	mus:103990410 probable serine/threonine-protein kinase WNK11; K08867 WNK lysine deficient protein kinase [EC:2.7.11.1]
TRINITY_DN3806_c0_g1_i2	mus:103995727	6.1e-74	mus:103995727 serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform-like; K11584 serine/threonine-protein phosphatase 2A regulatory subunit B'
TRINITY_DN685_c0_g2_i1	mus:103981057	5.6e-152	mus:103981057 putative UDP-sugar transporter DDB_G0278631; K15281 solute carrier family 35
TRINITY_DN7993_c0_g1_i1	sita:101780655	9.2e-22	sita:101780655 guanine nucleotide-binding protein-like NSN1; K14538 nuclear GTP-binding protein
TRINITY_DN8348_c0_g1_i2	mus:103978774	8.7e-113	mus:103978774 SNF1-related protein kinase regulatory subunit beta-2; K07199 5'-AMP-activated protein kinase, regulatory beta subunit
TRINITY_DN9003_c0_g1_i4	egr:104440434	8.4e-15	egr:104440434 uncharacterized LOC104440434; K01876 aspartyl-tRNA synthetase [EC:6.1.1.12]
TRINITY_DN957_c0_g1_i2	ppp:PHYPADRAFT_120719	1.3e-84	ppp:PHYPADRAFT_120719 hypothetical protein; K11247 endophilin-A
TRINITY_DN12493_c0_g3_i1	mus:103971828	6.7e-97	mus:103971828 54S ribosomal protein L10, mitochondrial; K02876 large subunit ribosomal protein L15
TRINITY_DN13911_c0_g1_i3	fve:101304078	9.3e-06	fve:101304078 serine/threonine-protein phosphatase PP2A catalytic subunit; K04382 serine/threonine-protein phosphatase 2A catalytic subunit [EC:3.1.3.16]
TRINITY_DN200_c0_g2_i1	pda:103722777	2.0e-61	pda:103722777 probable fructose-bisphosphate aldolase 3, chloroplastic; K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
TRINITY_DN8069_c0_g1_i1	mus:103978456	1.9e-147	mus:103978456 nitric oxide synthase-interacting protein; K13125 nitric oxide synthase-interacting protein
TRINITY_DN854_c0_g1_i4	mus:103973567	6.2e-127	mus:103973567 40S ribosomal protein S2-2-like; K02981 small subunit ribosomal protein S2e
TRINITY_DN854_c0_g1_i4	mus:103973567	3.5e-05	mus:103973567 40S ribosomal protein S2-2-like; K02981 small subunit ribosomal protein S2e
TRINITY_DN12160_c0_g1_i1	egu:105050317	1.0e-81	egu:105050317 RING-H2 finger protein ATL46-like; K19041 E3 ubiquitin-protein ligase RNF38/44 [EC:2.3.2.27]
TRINITY_DN21162_c1_g1_i2	mus:103983251	1.6e-130	mus:103983251 nudix hydrolase 14, chloroplastic; K18447 ADP-sugar diphosphatase [EC:3.6.1.21]
TRINITY_DN21162_c1_g1_i2	mus:103983251	1.3e-28	mus:103983251 nudix hydrolase 14, chloroplastic; K18447 ADP-sugar diphosphatase [EC:3.6.1.21]
TRINITY_DN31650_c0_g1_i1	smo:SELMODRAFT_438363	6.4e-15	smo:SELMODRAFT_438363 hypothetical protein; K12501 homogentisate solanesyltransferase [EC:2.5.1.117]
TRINITY_DN436_c1_g2_i1	mus:103988856	8.9e-25	mus:103988856 soluble starch synthase 2-2, chloroplastic/amyloplastic-like isoform X1; K00703 starch synthase [EC:2.4.1.21]
TRINITY_DN6747_c0_g2_i3	mus:103976421	1.6e-90	mus:103976421 CMP-sialic acid transporter 1-like; K15272 solute carrier family 35 (UDP-sugar transporter), member A1/2/3
TRINITY_DN7544_c0_g1_i6	mus:103983544	1.3e-60	mus:103983544 NEDD8-activating enzyme E1 regulatory subunit-like; K04532 amyloid beta precursor protein binding protein 1
TRINITY_DN7585_c0_g1_i1	egu:105051918	3.0e-145	egu:105051918 serine/threonine-protein kinase SAPK7; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
TRINITY_DN16457_c0_g2_i1	mus:103983240	1.0e-49	mus:103983240 E3 ubiquitin ligase BIG BROTHER-related-like; K19045 E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27]
TRINITY_DN19434_c0_g3_i1	sita:101754459	5.5e-83	sita:101754459 BTB/POZ domain-containing protein At1g30440; K03294 basic amino acid/polyamine antiporter, APA family
TRINITY_DN288_c0_g3_i4	mus:103994608	4.2e-51	mus:103994608 50S ribosomal protein L19, chloroplastic-like; K02884 large subunit ribosomal protein L19
TRINITY_DN3309_c1_g2_i1	mus:103993383	2.5e-152	mus:103993383 potassium transporter 7-like isoform X1; K03549 KUP system potassium uptake protein
TRINITY_DN5946_c1_g1_i5	sita:101772410	3.5e-45	sita:101772410 cationic amino acid transporter 2, vacuolar-like; K13863 solute carrier family 7 (cationic amino acid transporter), member 1
TRINITY_DN20120_c0_g1_i4	mus:103970994	1.6e-114	mus:103970994 translation initiation factor IF-3, chloroplastic; K02520 translation initiation factor IF-3
TRINITY_DN363_c0_g1_i1	sly:101268156	5.8e-24	sly:101268156 kelch-like protein 5; K10442 kelch-like protein 1/4/5
TRINITY_DN1328_c0_g1_i2	mus:103975699	1.3e-188	mus:103975699 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase 1, chloroplastic-like; K12502 MPBQ/MSBQ methyltransferase [EC:2.1.1.295]
TRINITY_DN53_c0_g1_i4	sita:101759799	5.2e-33	sita:101759799 cAMP-regulated phosphoprotein 21-like; K02865 large subunit ribosomal protein L10Ae
TRINITY_DN6416_c0_g2_i1	pxb:103958275	9.5e-35	pxb:103958275 lysosomal alpha-mannosidase-like; K01191 alpha-mannosidase [EC:3.2.1.24]
TRINITY_DN13805_c1_g1_i1	mtr:MTR_5g045910	2.8e-63	mtr:MTR_5g045910 Receptor-like protein kinase; K17422 large subunit ribosomal protein L41
TRINITY_DN17771_c0_g2_i2	mus:103975435	1.4e-91	mus:103975435 serine carboxypeptidase-like 18; K16296 serine carboxypeptidase-like clade I [EC:3.4.16.-]
TRINITY_DN7890_c0_g1_i8	egu:105035783	2.0e-69	egu:105035783 carbon catabolite repressor protein 4 homolog 3-like; K18729 protein angel
TRINITY_DN7890_c0_g1_i8	egu:105035783	7.3e-35	egu:105035783 carbon catabolite repressor protein 4 homolog 3-like; K18729 protein angel
TRINITY_DN8093_c0_g1_i3	mus:103984572	4.3e-128	mus:103984572 receptor homology region, transmembrane domain- and RING domain-containing protein 1; K15692 E3 ubiquitin-protein ligase RNF13 [EC:2.3.2.27]
TRINITY_DN10667_c0_g1_i1	vcn:VOLCADRAFT_106802	1.3e-12	vcn:VOLCADRAFT_106802 hypothetical protein; K15172 transcription elongation factor SPT5
TRINITY_DN12178_c0_g1_i2	smo:SELMODRAFT_450208	3.0e-41	smo:SELMODRAFT_450208 BAHDd3; BAHD family acyltransferase, clade IV (EC:2.3.1.-); K13065 shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]
TRINITY_DN17476_c0_g1_i2	pda:103721507	4.6e-29	pda:103721507 probable WRKY transcription factor 25; K13424 WRKY transcription factor 33
TRINITY_DN1852_c0_g1_i9	mus:103973720	7.5e-173	mus:103973720 malate dehydrogenase, mitochondrial; K00026 malate dehydrogenase [EC:1.1.1.37]
TRINITY_DN28741_c1_g1_i1	mus:103986425	3.6e-135	mus:103986425 serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' theta isoform-like; K11584 serine/threonine-protein phosphatase 2A regulatory subunit B'
TRINITY_DN18885_c0_g1_i4	cic:CICLE_v10023388mg	5.1e-65	cic:CICLE_v10023388mg hypothetical protein; K00413 ubiquinol-cytochrome c reductase cytochrome c1 subunit
TRINITY_DN18885_c0_g1_i4	cic:CICLE_v10023388mg	1.6e-21	cic:CICLE_v10023388mg hypothetical protein; K00413 ubiquinol-cytochrome c reductase cytochrome c1 subunit
TRINITY_DN23790_c0_g2_i12	mus:103968729	7.8e-13	mus:103968729 protein AAR2 homolog; K13205 A1 cistron-splicing factor AAR2
